PaymentID,LoanID,CustomerID,PaymentDate,AmountPaid,PrincipalComponent,InterestComponent,LateFee,PaymentStatus,PaymentMethod,ReceiptNumber,Currency,DaysPastDue,Channel,Notes
PM00003618,L0007130,C003056,2025/01/03 04:19:11,65.99,25.62,40.37,0.0,failed,CARD,R728222,USD,5.0,BRANCH,On-time
PM00003619,L0007802,C007486,19/01/2024,277.15,138.35,138.8,0.0,Reversed,CASH,R531535,USD,60.0,Online,On-time
PM00003620,L0005812,C001273,2024-01-25,406.76,248.06,158.7,20.0,Reversed,NETBANKING,R543446,EUR,30.0,Branch,Manual payment
PM00003621,L0001435,C003462,03-26-2024,110.16,38.42,71.74,10.0,Success,CARD,R650662,INR,0.0,MobileApp,Waiver applied
PM00003622,L0006682,C005722,08-22-2025,432.05,333.13,98.92,0.0,failed,UPI,R237851,USD,10.0,Partner,Partial payment
PM00003623,L0002681,C001146,2023-12-01,309.57,97.23,212.34,20.0,Success,CASH,R824399,USD,10.0,Agent,Auto-debit
PM00003624,L0006966,C005303,2025-10-15,395.51,147.09,248.42,0.0,SUCCESS,NETBANKING,R586133,USD,0.0,Partner,Manual payment
PM00003625,L0009918,C000318,18/02/2025,1.0,0.75,0.25,0.0,failed,UPI,R879475,EUR,10.0,Agent,Partial payment
PM00003626,L0001771,C001437,20/01/2025,269.08,106.05,163.03,0.0,Reversed,WALLET,R548391,USD,0.0,Branch,On-time
PM00003627,L0002802,C000542,18-Nov-2024 03:07,162.16,54.19,107.97,0.0,Failed,CARD,R660350,USD,5.0,MobileApp,On-time
PM00003628,L0001875,C003367,12-01-2023,280.39,171.32,109.07,50.0,Pending,CARD,R304783,INR,10.0,Branch,Waiver applied
PM00003629,L0003920,C007492,01/05/2024,363.84,145.26,218.58,0.0,Failed,CARD,R501004,INR,0.0,Partner,Manual payment
PM00003630,L0002590,C001010,14-Mar-2025 16:43,145.7,100.56,45.14,20.0,SUCCESS,UPI,R126231,INR,0.0,MobileApp,Auto-debit
PM00003631,L0003976,C006865,2025-09-15,204.93,146.5,58.43,0.0,Success,WALLET,R316229,USD,5.0,Partner,Manual payment
PM00003632,L0009468,C000894,2024/06/06 10:42:41,325.7,225.21,100.49,20.0,Success,CASH,R739501,EUR,0.0,Partner,Partial payment
PM00003633,L0001478,C004152,30/12/2024,304.55,101.5,bad,0.0,Success,CARD,R284890,EUR,60.0,MobileApp,On-time
PM00003634,L0002979,C007234,29-Jun-2024 14:11,98.17,38.85,59.32,3189.2206501751066,Reversed,CARD,R571506,EUR,,Partner,On-time
PM00003635,L0003678,C002730,02-09-2025,239.2,120.52,118.68,20.0,Reversed,CARD,R318591,EUR,0.0,Branch,On-time
PM00003636,L0001136,C007335,"Feb 23, 2024",438.6,253.72,184.88,0.0,SUCCESS,CASH,R413630,EUR,0.0,Branch,Manual payment
PM00003637,L0003321,C000403,2025-09-11,110.84,65.74,45.1,0.0,failed,WALLET,R682784,USD,30.0,Branch,Auto-debit
PM00003638,L0005585,C002837,15-Feb-2025 06:17,131.39,52.67,78.72,0.0,failed,CASH,R157392,USD,5.0,BRANCH,Auto-debit
PM00003639,L0001753,C006566,2025/05/01 02:55:18,345.54,271.25,74.29,50.0,SUCCESS,NETBANKING,R396664,EUR,30.0,Partner,Manual payment
PM00003640,L0008706,C002802,2024-10-19,295.33,143.96,151.37,0.0,failed,CASH,R404808,USD,30.0,Agent,On-time
PM00003641,L0001965,C004104,07-Jun-2025 10:02,419.73,297.19,122.54,10.0,Pending,CARD,R331813,EUR,60.0,BRANCH,On-time
PM00003642,L0007245,C003370,07-07-2024,327.64,152.38,175.26,20.0,Pending,NETBANKING,R390588,EUR,0.0,Online,Auto-debit
PM00003643,L0002063,C000342,02-Aug-2024 04:42,306.86,124.34,182.52,0.0,SUCCESS,NETBANKING,R636039,INR,5.0,Branch,Waiver applied
PM00003644,L0000877,C005436,2024-11-14,248.49,120.08,128.41,20.0,Success,CARD,R611388,USD,30.0,Branch,Auto-debit
PM00003645,L0003782,C002456,21/04/2024,307.29,219.51,87.78,50.0,failed,UPI,,EUR,60.0,BRANCH,Waiver applied
PM00003646,L0007477,C000838,14/08/2025,179.91,69.75,110.16,20.0,failed,CARD,R906081,INR,0.0,Agent,Manual payment
PM00003647,L0003343,C001754,07-28-2024,250.97,194.81,56.16,0.0,Success,UPI,R291028,USD,30.0,Agent,Auto-debit
PM00003648,L0002902,C000565,04-07-2024,229.56,165.53,64.03,0.0,failed,UPI,R147891,EUR,5.0,BRANCH,Auto-debit
PM00003649,L0002335,C005061,2025/04/07 06:50:01,,197.39,283.83,0.0,Success,CASH,R237937,USD,10.0,Agent,Manual payment
PM00003650,L0005618,C005437,25/02/2025,41.21,24.84,16.37,50.0,Reversed,CASH,R734640,USD,0.0,MobileApp,Auto-debit
PM00003651,L0009827,C007487,02-Mar-2025 09:57,117.99,75.54,42.45,50.0,Pending,CARD,R609555,USD,10.0,MobileApp,Manual payment
PM00003652,L0009758,C005730,"Nov 24, 2023",241.57,146.66,94.91,0.0,Pending,NETBANKING,R450189,USD,60.0,Agent,Waiver applied
PM00003653,L0007342,C000654,2025/02/10 23:03:33,452.41,223.19,229.22,10.0,Pending,NETBANKING,R143719,INR,60.0,Branch,Partial payment
PM00003654,L0004787,C000419,07/01/2025,180.34,78.35,101.99,0.0,SUCCESS,WALLET,R804282,EUR,60.0,MobileApp,Waiver applied
PM00003655,L0007109,C006646,"Jan 01, 2024",374.47,281.15,93.32,50.0,Failed,UPI,R200197,EUR,0.0,Partner,On-time
PM00003656,L0007450,C003008,2024-08-26,267.78,152.83,114.95,0.0,Pending,WALLET,R783739,INR,0.0,BRANCH,Partial payment
PM00003657,L0000991,C006995,29-Dec-2023 01:45,230.82,179.43,51.39,0.0,Pending,CASH,R282186,USD,0.0,Agent,Manual payment
PM00003658,L0008060,C006917,"Jun 19, 2024",235.36,104.55,130.81,0.0,Reversed,CASH,R404149,EUR,10.0,Branch,Manual payment
PM00003659,L0000850,C004993,02-May-2025 08:27,217.58,151.07,66.51,0.0,failed,CASH,R989395,INR,60.0,Agent,Auto-debit
PM00003660,L0009391,C005041,2025-07-17,76.15,36.31,39.84,0.0,Pending,CARD,R254629,USD,5.0,Branch,On-time
PM00003661,L0002801,C003262,09/08/2024,325.01,97.61,227.4,50.0,SUCCESS,WALLET,R858150,USD,10.0,MobileApp,Manual payment
PM00003662,L0000735,C001378,2025-08-26,156.28,120.02,36.26,10.0,failed,UPI,R851496,USD,30.0,Branch,Manual payment
PM00003663,L0006144,C001204,13-Jun-2024 12:40,133.82,x,28.5,0.0,SUCCESS,WALLET,R786615,EUR,60.0,Online,Auto-debit
PM00003664,L0001292,C007475,"Mar 01, 2024",475.49,332.97,142.52,0.0,failed,CARD,R397477,EUR,0.0,MobileApp,Partial payment
PM00003665,L0009822,C002298,28-Oct-2024 22:49,442.2,159.69,282.51,50.0,Reversed,NETBANKING,R703003,INR,0.0,BRANCH,Partial payment
PM00003666,L0000969,C007077,2023-11-15,32.96,12.9,20.06,20.0,SUCCESS,UPI,R280885,INR,30.0,Partner,Waiver applied
PM00003667,L0005876,C001726,26/10/2025,304.7,175.93,128.77,50.0,Success,NETBANKING,R480885,EUR,30.0,Branch,Manual payment
PM00003668,L0007001,C002455,06/07/2024,335.97,129.49,206.48,20.0,Reversed,UPI,R890195,EUR,60.0,BRANCH,Auto-debit
PM00003669,L0000617,C001677,01-27-2024,16.32,8.45,7.87,10.0,SUCCESS,WALLET,R682903,EUR,60.0,Online,Partial payment
PM00003670,L0001686,C003331,2024/06/18 22:02:59,222.88,169.73,53.15,0.0,Pending,WALLET,R163630,USD,5.0,Agent,Waiver applied
PM00003671,L0004355,C007828,2024/04/27 11:57:42,229.3,133.89,95.41,10.0,Pending,NETBANKING,R394827,USD,60.0,Online,Auto-debit
PM00003672,L0001854,C006614,01-Sep-2024 15:00,223.52,103.12,120.4,0.0,SUCCESS,CARD,R932679,USD,0.0,BRANCH,Partial payment
PM00003673,L0005303,C002937,"Dec 22, 2023",164.88,53.89,110.99,3869.1970669906195,Reversed,UPI,R239598,INR,60.0,Agent,Partial payment
PM00003674,L0002731,C001390,2025-10-12,137.59,56.29,81.3,0.0,Pending,CARD,R617607,INR,5.0,Online,Auto-debit
PM00003675,L0006827,C002012,28-Apr-2025 20:18,480.47,276.9,203.57,50.0,SUCCESS,NETBANKING,R413174,USD,0.0,Branch,Auto-debit
PM00003676,L0002343,C007231,28-Oct-2024 01:46,474.72,174.52,300.2,10.0,Pending,WALLET,R615393,EUR,5.0,Online,Partial payment
PM00003677,L0006914,C005793,2024/10/14 23:32:34,414.59,135.56,279.03,20.0,Failed,CARD,R647024,EUR,5.0,Agent,Waiver applied
PM00003678,L0001505,C006460,"Oct 28, 2024",284.28,136.23,148.05,10.0,failed,CASH,R160365,INR,0.0,MobileApp,On-time
PM00003679,L0007323,C000751,02-08-2024,96.37,39.47,56.9,20.0,Reversed,CARD,R598807,USD,0.0,Branch,Auto-debit
PM00003680,L0001159,C002245,17-Oct-2025 19:59,301.64,138.64,163.0,20.0,Failed,UPI,R287445,INR,0.0,Online,Waiver applied
PM00003681,L0009536,C007776,15-Nov-2024 16:53,319.45,152.64,166.81,10.0,failed,NETBANKING,R729387,INR,0.0,MobileApp,Manual payment
PM00003682,L0006716,C001940,2023/12/22 14:28:26,376.13,165.05,211.08,0.0,Pending,NETBANKING,R646758,USD,10.0,Online,Manual payment
PM00003683,L0007014,C007081,12-Mar-2025 15:58,171.6,99.09,72.51,20.0,Success,CARD,R590089,EUR,0.0,Online,Waiver applied
PM00003684,L0000934,C001933,"Jun 13, 2024",298.76,162.44,136.32,10.0,failed,WALLET,R916818,INR,0.0,Partner,Partial payment
PM00003685,L0002406,C003216,20-Jun-2024 03:17,344.13,148.98,195.15,20.0,failed,CARD,R432776,USD,30.0,Partner,On-time
PM00003686,L0009503,C004688,2024-11-06,134.01,43.11,90.9,0.0,Failed,WALLET,R502804,EUR,30.0,Partner,Partial payment
PM00003687,L0009465,C001129,"Dec 21, 2023",271.55,143.56,127.99,10.0,Success,CASH,R476351,INR,0.0,Agent,Manual payment
PM00003688,L0005402,C007486,2025-09-23,235.58,83.34,152.24,20.0,failed,CASH,R952863,USD,0.0,Online,On-time
PM00003689,L0000087,C003225,09-07-2024,299.94,145.68,154.26,50.0,failed,CASH,R675837,USD,30.0,MobileApp,Auto-debit
PM00003690,L0004393,C003341,2024-04-04,135.94,84.87,51.07,20.0,failed,NETBANKING,R708405,USD,60.0,Agent,Manual payment
PM00003691,L0000078,C005581,2025-06-14,313.66,240.07,73.59,0.0,Pending,NETBANKING,R164109,EUR,10.0,Partner,Manual payment
PM00003692,L0005948,C002596,2024-05-02,341.0,129.42,211.58,50.0,failed,CASH,R275038,EUR,0.0,MobileApp,Manual payment
PM00003693,L0008682,C006134,01-20-2024,179.46,85.49,93.97,50.0,failed,UPI,R827263,INR,30.0,Agent,On-time
PM00003694,L0009700,C002355,"Oct 11, 2025",134.33,44.45,89.88,0.0,SUCCESS,WALLET,R694462,USD,30.0,Branch,Waiver applied
PM00003695,L0005808,C005893,12-22-2023,255.7,154.11,101.59,0.0,Pending,CASH,R406913,USD,0.0,Branch,On-time
PM00003696,L0000245,C006934,2025/07/29 17:02:15,346.84,204.69,142.15,0.0,failed,NETBANKING,R625384,EUR,0.0,BRANCH,Waiver applied
PM00003697,L0001813,C007796,16-Feb-2025 04:36,299.17,143.2,155.97,0.0,failed,NETBANKING,R247953,EUR,30.0,Online,Partial payment
PM00003698,L0006187,C007904,16/05/2024,270.35,176.08,94.27,20.0,SUCCESS,WALLET,R603590,USD,0.0,Branch,Manual payment
PM00003699,L0004530,C004469,2024/08/02 08:03:35,362.58,175.25,187.33,20.0,Success,UPI,R188313,EUR,,MobileApp,Manual payment
PM00003700,L0005719,C006078,05-Oct-2025 14:57,150.46,104.64,45.82,10.0,Failed,WALLET,R332591,INR,0.0,MobileApp,Waiver applied
PM00003701,L0000906,C004816,21/11/2023,386.91,122.76,264.15,0.0,Reversed,CASH,R164942,USD,30.0,MobileApp,On-time
PM00003702,L0008802,C006264,09/09/2024,251.64,193.01,58.63,0.0,Success,CARD,R788161,EUR,5.0,Branch,Waiver applied
PM00003703,L0005121,C007745,27/06/2025,102.8,35.34,67.46,0.0,SUCCESS,CARD,R998447,USD,0.0,MobileApp,Manual payment
PM00003704,L0007639,C000243,2024-07-08,342.53,199.53,143.0,0.0,Failed,NETBANKING,R785476,USD,10.0,Online,Manual payment
PM00003705,L0001535,C007895,05/10/2024,272.42,212.04,60.38,0.0,SUCCESS,CASH,R299690,INR,60.0,Branch,Manual payment
PM00003706,L0005933,C006406,2024/01/04 05:29:50,377.24,247.86,129.38,0.0,Reversed,CARD,R973156,EUR,30.0,MobileApp,Auto-debit
PM00003707,L0004122,C003509,19-Sep-2025 05:25,322.59,155.82,166.77,0.0,Failed,UPI,R700115,USD,10.0,MobileApp,Auto-debit
PM00003708,L0006037,C007757,30/06/2025,368.54,146.05,222.49,0.0,Failed,UPI,R846574,EUR,30.0,MobileApp,Auto-debit
PM00003709,L0007979,C004344,25-Jun-2024 10:07,348.92,132.35,216.57,50.0,failed,WALLET,R613121,USD,30.0,Partner,Manual payment
PM00003710,L0002511,C003917,"Dec 02, 2023",559.24,311.92,247.32,0.0,Pending,WALLET,R151522,USD,5.0,Branch,Partial payment
PM00003711,L0005836,C001927,2025/03/15 20:50:40,176.75,65.16,111.59,20.0,Reversed,CASH,R151859,INR,5.0,Branch,Waiver applied
PM00003712,L0008723,C001047,11-10-2023,236.2,129.74,106.46,20.0,Reversed,UPI,R627246,USD,10.0,Partner,Partial payment
PM00003713,L0001940,C004331,08-11-2025,468.2,314.62,153.58,20.0,SUCCESS,CASH,R594581,INR,0.0,MobileApp,Waiver applied
PM00003714,L0002432,C004924,2024/04/21 10:26:18,349.88,234.51,bad,10.0,Reversed,CASH,R575705,USD,60.0,Branch,Manual payment
PM00003715,L0008497,C004568,"Oct 24, 2025",139.95,54.84,85.11,20.0,Success,WALLET,R617210,USD,5.0,Agent,Manual payment
PM00003716,L0006801,C000691,13-Apr-2025 14:57,216.27,163.58,52.69,0.0,SUCCESS,CASH,R999662,INR,0.0,Branch,Partial payment
PM00003717,L0002515,C002755,06-Oct-2025 04:25,349.48,139.13,210.35,10.0,failed,CARD,R629367,USD,10.0,MobileApp,Waiver applied
PM00003718,L0005398,C002608,10-30-2025,160.14,62.34,97.8,0.0,Reversed,WALLET,R895986,EUR,30.0,MobileApp,On-time
PM00003719,L0008898,C000565,24/11/2024,317.94,206.03,111.91,0.0,failed,CARD,R728010,INR,0.0,MobileApp,Manual payment
PM00003720,L0006606,C007639,"May 09, 2024",235.32,110.21,125.11,0.0,Failed,CASH,R103583,EUR,0.0,BRANCH,Waiver applied
PM00003721,L0008267,C000867,"Oct 07, 2025",305.53,227.65,77.88,10.0,Success,WALLET,R639420,INR,0.0,Online,Manual payment
PM00003722,L0004117,C000940,07-16-2025,344.68,166.4,178.28,50.0,SUCCESS,UPI,,INR,30.0,MobileApp,Waiver applied
PM00003723,L0004294,C007433,11-08-2023,201.57,148.84,52.73,10.0,Failed,CARD,R453802,USD,0.0,Partner,On-time
PM00003724,L0000443,C001917,20-Nov-2024 10:29,286.83,142.37,144.46,50.0,SUCCESS,CASH,R568530,EUR,10.0,Agent,Partial payment
PM00003725,L0009063,C000488,"May 24, 2025",138.0,57.34,80.66,0.0,Success,UPI,R494674,INR,5.0,Online,Waiver applied
PM00003726,L0009334,C006173,"May 07, 2024",305.25,164.6,140.65,50.0,failed,NETBANKING,R647584,EUR,0.0,Branch,Manual payment
PM00003727,L0005985,C001537,2024/02/19 09:49:41,526.11,196.27,329.84,20.0,Failed,WALLET,R275067,INR,60.0,MobileApp,Manual payment
PM00003728,L0004109,C004978,2023/11/19 03:45:21,161.76,97.85,63.91,0.0,Pending,CASH,R886099,INR,5.0,Partner,On-time
PM00003729,L0008587,C004414,27-Jun-2025 04:06,290.19,201.34,88.85,50.0,Reversed,WALLET,R758172,USD,0.0,BRANCH,Manual payment
PM00003730,L0008915,C000211,10-30-2024,246.64,111.34,135.3,0.0,Reversed,UPI,R345384,INR,30.0,Partner,Waiver applied
PM00003731,L0001296,C006600,08/05/2025,243.3,154.08,89.22,10.0,SUCCESS,WALLET,R649745,INR,10.0,Partner,On-time
PM00003732,L0004934,C002339,04-May-2024 02:25,218.75,114.36,104.39,0.0,Pending,NETBANKING,,INR,0.0,Agent,Manual payment
PM00003733,L0006546,C003461,22/09/2025,273.2,124.49,148.71,50.0,Failed,CASH,R701813,INR,5.0,Partner,On-time
PM00003734,L0004605,C000310,2025/09/07 20:18:13,260.27,198.93,61.34,0.0,Pending,UPI,R452736,INR,0.0,Partner,Manual payment
PM00003735,L0003363,C003012,2024-02-29,378.86,293.83,85.03,20.0,Success,CARD,,INR,5.0,Branch,Waiver applied
PM00003736,L0001824,C001292,29-Sep-2025 15:06,193.89,146.25,47.64,50.0,Success,CARD,R239278,INR,0.0,Agent,On-time
PM00003737,L0007733,C000227,06-27-2025,172.77,135.0,37.77,0.0,Pending,CASH,R941730,USD,0.0,MobileApp,Manual payment
PM00003738,L0006441,C000632,"Sep 29, 2024",314.36,230.93,83.43,50.0,Reversed,CARD,R103743,EUR,0.0,BRANCH,Manual payment
PM00003739,L0000749,C001283,2024-12-22,99.82,56.03,43.79,50.0,SUCCESS,UPI,R990267,INR,30.0,Online,Manual payment
PM00003740,L0002645,C006857,05-Jan-2024 17:45,266.74,130.37,136.37,20.0,Success,NETBANKING,R272375,USD,10.0,Agent,Partial payment
PM00003741,L0008075,C004697,2025/10/16 14:30:53,310.43,112.74,197.69,0.0,Pending,CARD,R288506,INR,30.0,MobileApp,On-time
PM00003742,L0002848,C001684,27/03/2025,294.56,93.81,200.75,0.0,failed,CASH,R519510,INR,5.0,Online,Manual payment
PM00003743,L0006356,C001798,2024/04/18 15:53:58,534.49,297.05,237.44,0.0,Failed,CARD,R688471,INR,0.0,Agent,On-time
PM00003744,L0008519,C004968,2025-02-23,0.0,0.0,bad,10.0,Failed,UPI,R161985,INR,0.0,Partner,Partial payment
PM00003745,L0007128,C004002,11-25-2024,179.73,135.92,43.81,0.0,Reversed,CARD,R413381,USD,0.0,Partner,Manual payment
PM00003746,L0008081,C007720,2025/04/04 05:31:33,368.0,119.79,248.21,50.0,SUCCESS,UPI,R918893,EUR,10.0,Partner,Manual payment
PM00003747,L0004385,C004351,04-20-2025,312.91,176.49,136.42,50.0,Reversed,CASH,R568807,EUR,60.0,Partner,Auto-debit
PM00003748,L0002814,C005150,07-Sep-2024 12:55,303.7,189.95,113.75,10.0,Pending,NETBANKING,R847721,INR,60.0,Agent,Manual payment
PM00003749,L0008695,C001609,24/01/2025,398.43,281.93,116.5,0.0,Pending,UPI,R539123,EUR,0.0,Branch,Partial payment
PM00003750,L0001525,C000805,2024-10-10,140.13,57.87,82.26,20.0,SUCCESS,CARD,R935191,USD,30.0,BRANCH,Auto-debit
PM00003751,L0009612,C006520,2025-03-06,225.88,116.47,109.41,0.0,Success,CASH,R289129,INR,0.0,Agent,Waiver applied
PM00003752,L0002674,C002873,12-13-2024,139.67,91.74,47.93,0.0,Failed,WALLET,R449413,INR,10.0,MobileApp,Waiver applied
PM00003753,L0002908,C002084,23-Mar-2024 17:10,496.65,272.97,223.68,0.0,SUCCESS,CARD,R562325,INR,0.0,Branch,On-time
PM00003754,L0000126,C002913,2024-02-01,210.59,78.78,131.81,50.0,SUCCESS,CARD,R362442,EUR,0.0,MobileApp,On-time
PM00003755,L0004929,C007900,2025-06-14,47.78,33.89,13.89,0.0,Pending,UPI,R622666,USD,0.0,BRANCH,On-time
PM00003756,L0008361,C000555,11-01-2024,217.9,104.4,113.5,10.0,failed,CASH,R995918,EUR,60.0,Online,On-time
PM00003757,L0005259,C004347,2025/06/09 03:28:06,399.4,256.07,143.33,0.0,SUCCESS,CASH,R871931,USD,5.0,Online,Manual payment
PM00003758,L0002617,C000786,04-Sep-2024 11:25,233.2,171.57,61.63,0.0,Success,CASH,R479371,EUR,60.0,Branch,Waiver applied
PM00003759,L0007123,C005493,14/02/2025,176.5,71.32,105.18,10.0,Success,CARD,R950995,USD,5.0,Branch,Manual payment
PM00003760,L0005442,C005659,2025/05/24 00:39:16,429.07,156.61,272.46,0.0,Failed,CASH,R217419,USD,0.0,Agent,Manual payment
PM00003761,L0000810,C007956,06-28-2024,228.93,152.13,76.8,10.0,Failed,UPI,R791363,INR,10.0,MobileApp,Waiver applied
PM00003762,L0003411,C007504,"Jul 19, 2025",13.16,6.04,7.12,50.0,Reversed,NETBANKING,R531111,EUR,0.0,MobileApp,Manual payment
PM00003763,L0000344,C001249,12-10-2023,247.3,175.33,71.97,0.0,Pending,UPI,R507179,USD,60.0,Branch,Waiver applied
PM00003764,L0007455,C003921,"Jul 31, 2024",126.96,81.16,45.8,0.0,Failed,NETBANKING,R928869,USD,0.0,Agent,On-time
PM00003765,L0004037,C003518,01/07/2025,436.02,258.47,177.55,0.0,Pending,WALLET,R630376,INR,5.0,MobileApp,Manual payment
PM00003766,L0008085,C000037,06-07-2024,392.53,248.56,143.97,0.0,Pending,NETBANKING,R381618,EUR,5.0,BRANCH,Partial payment
PM00003767,L0001009,C007412,11-Oct-2025 21:27,383.65,218.82,164.83,0.0,failed,NETBANKING,R885581,EUR,30.0,Branch,Auto-debit
PM00003768,L0000966,C002604,04-03-2025,293.25,139.18,154.07,20.0,Failed,WALLET,R765417,USD,10.0,MobileApp,On-time
PM00003769,L0005693,C005759,2024-01-11,61.64,41.96,19.68,0.0,failed,CARD,R140144,INR,60.0,Branch,Waiver applied
PM00003770,L0005827,C005988,08/04/2025,183.19,142.52,40.67,0.0,Pending,WALLET,R821150,EUR,60.0,BRANCH,Manual payment
PM00003771,L0009241,C006612,08-23-2025,224.02,177.9,46.12,10.0,failed,CARD,R812878,USD,0.0,MobileApp,On-time
PM00003772,L0008152,C003867,2024-08-29,434.26,283.0,151.26,0.0,failed,WALLET,R419996,INR,0.0,Agent,Waiver applied
PM00003773,L0009165,C006005,"Nov 06, 2023",301.44,99.07,202.37,0.0,Success,CARD,R674516,INR,0.0,BRANCH,Auto-debit
PM00003774,L0005571,C004966,24/10/2024,470.12,223.21,246.91,0.0,Reversed,WALLET,R809059,INR,0.0,BRANCH,Partial payment
PM00003775,L0007193,C003386,2024/02/15 07:23:59,493.35,284.6,208.75,0.0,failed,CASH,R929093,USD,60.0,MobileApp,Manual payment
PM00003776,L0009012,C006486,27-Mar-2024 08:05,284.6,171.41,113.19,0.0,failed,CASH,R177363,INR,30.0,BRANCH,Waiver applied
PM00003777,L0008865,C007289,"Aug 12, 2025",155.65,79.38,76.27,50.0,Success,,R165219,EUR,5.0,BRANCH,Waiver applied
PM00003778,L0005638,C007553,2025/09/16 15:00:25,314.79,191.52,123.27,10.0,Pending,NETBANKING,R980078,EUR,0.0,MobileApp,Auto-debit
PM00003779,L0003802,C001985,08-14-2025,270.97,157.48,113.49,20.0,Pending,WALLET,R683985,EUR,0.0,MobileApp,Manual payment
PM00003780,L0005472,C001801,"Aug 09, 2025",292.4,107.33,185.07,50.0,Success,NETBANKING,R570143,USD,0.0,Partner,Partial payment
PM00003781,L0004152,C007256,05-11-2024,166.87,57.67,109.2,50.0,Failed,,R715240,USD,30.0,Branch,Waiver applied
PM00003782,L0009530,C004584,2025/04/16 05:23:51,423.74,135.63,288.11,10.0,SUCCESS,NETBANKING,R683450,USD,10.0,Agent,Auto-debit
PM00003783,L0006495,C001563,24/04/2025,107.14,71.44,35.7,0.0,Pending,UPI,R920771,INR,30.0,MobileApp,Waiver applied
PM00003784,L0001094,C004377,10-24-2024,238.78,137.73,101.05,20.0,Reversed,NETBANKING,R887925,USD,30.0,Online,Waiver applied
PM00003785,L0005833,C002471,"Jul 17, 2025",301.29,217.33,83.96,0.0,SUCCESS,NETBANKING,R118762,INR,0.0,Online,Partial payment
PM00003786,L0001491,C001987,04-Apr-2025 20:04,144.22,109.67,34.55,50.0,Failed,CARD,R194028,INR,10.0,Partner,Auto-debit
PM00003787,L0002984,C003390,"Jan 11, 2025",213.81,111.0,102.81,50.0,SUCCESS,NETBANKING,R682084,USD,0.0,Online,Manual payment
PM00003788,L0002465,C003876,12-11-2023,121.68,70.61,51.07,50.0,Pending,UPI,R189419,INR,0.0,Branch,Waiver applied
PM00003789,L0007793,C007375,11-26-2023,265.48,149.13,116.35,50.0,Reversed,WALLET,R384026,USD,5.0,BRANCH,On-time
PM00003790,L0001006,C003389,2025/01/09 10:43:41,409.28,129.29,279.99,0.0,Reversed,CARD,R540016,USD,5.0,Agent,Partial payment
PM00003791,L0000011,C003141,2024-06-18,328.51,168.45,160.06,10.0,Failed,CASH,R791889,EUR,30.0,Agent,On-time
PM00003792,L0009405,C005442,05-04-2025,109.36,73.5,35.86,20.0,Failed,CASH,R733577,USD,60.0,Branch,Manual payment
PM00003793,L0005920,C000299,2024-05-07,150.86,76.73,74.13,50.0,Success,CASH,R784898,EUR,5.0,Partner,Waiver applied
PM00003794,L0001717,C001898,11-24-2023,166.1,89.08,77.02,0.0,SUCCESS,CASH,R876179,INR,0.0,Partner,Partial payment
PM00003795,L0004932,C004845,16-Dec-2024 13:27,246.78,99.31,147.47,10.0,SUCCESS,CASH,R649006,EUR,5.0,Branch,Manual payment
PM00003796,L0000111,C001612,11-May-2024 16:39,270.02,196.53,73.49,0.0,Pending,NETBANKING,R650692,EUR,60.0,Agent,Partial payment
PM00003797,L0000018,C007659,02/10/2024,367.65,212.58,155.07,0.0,Pending,WALLET,R843907,EUR,5.0,Online,Auto-debit
PM00003798,L0008430,C005206,22/08/2025,275.04,106.09,168.95,0.0,Reversed,NETBANKING,R981392,USD,30.0,MobileApp,Auto-debit
PM00003799,L0002882,C002644,17/07/2024,278.01,137.15,140.86,0.0,Success,NETBANKING,R116180,EUR,0.0,Online,Waiver applied
PM00003800,L0009230,C001102,2025-03-17,204.19,139.12,65.07,50.0,SUCCESS,CARD,R847430,EUR,5.0,Branch,Partial payment
PM00003801,L0004567,C003512,2024-06-19,370.26,220.69,149.57,50.0,Failed,UPI,R803107,EUR,0.0,Online,Waiver applied
PM00003802,L0003224,C000947,17/09/2024,0.0,0.0,0.0,0.0,SUCCESS,UPI,R615837,EUR,0.0,Partner,On-time
PM00003803,L0000270,C000306,24-Jul-2024 16:17,88.63,56.72,31.91,20.0,Reversed,CARD,R150175,EUR,0.0,MobileApp,On-time
PM00003804,L0005779,C001267,2024-06-07,197.33,119.51,77.82,50.0,failed,CARD,R548800,USD,0.0,Agent,On-time
PM00003805,L0005275,C000494,2025-02-27,434.64,229.93,204.71,0.0,failed,CARD,R518488,USD,30.0,Partner,Manual payment
PM00003806,L0001740,C000632,"Mar 28, 2025",,46.62,79.16,0.0,SUCCESS,CARD,R785300,EUR,30.0,BRANCH,Auto-debit
PM00003807,L0004295,C006414,2024-03-16,37.5,20.44,17.06,50.0,Pending,WALLET,R585326,INR,5.0,Online,Waiver applied
PM00003808,L0001098,C001796,"Jan 05, 2025",212.77,103.37,109.4,0.0,Success,WALLET,R743744,EUR,30.0,Agent,Partial payment
PM00003809,L0006117,C001985,02-12-2025,169.24,129.36,39.88,0.0,SUCCESS,UPI,R569389,USD,10.0,MobileApp,Partial payment
PM00003810,L0003938,C001758,16/05/2024,185.85,67.73,118.12,20.0,Pending,WALLET,R103623,EUR,10.0,BRANCH,On-time
PM00003811,L0001785,C002175,02-Mar-2024 18:07,187.23,67.43,119.8,10.0,SUCCESS,CARD,R361358,INR,5.0,Agent,Waiver applied
