Channel,City,Currency,CustomerID,Device,Discount,FraudFlag,LoanID,Merchant,PaymentMethod,ProductCategory,Quantity,Region,SKU,Timestamp,TotalAmount,TransactionID,UnitPrice
In-Store,NEW YORK,EUR,CUST001010,Android,0.19,false,LN000227,Carrefour,Card,Apparel,2,Emea,APP-634577,2023-02-11,196919.6,TX007833,121555.31
Online,kolkata,EUR,CUST001408,iOS,0.32,false,LN003343,Noon,Auto-debit,Home,2,EMEA,HOM-427402,2020-01-29,32322.03,TX004733,23766.2
Online,Berlin,INR,CUST001064,Android,0.07,false,LN005021,DMart,Cash,Electronics,4,Apac,ELE-866090,2022-03-31,5365.86,TX004541,50097
Mobile,san francisco,EUR,CUST005251,iOS,0.22,false,LN007871,Flipkart,Neft,Electronics,1,EMEA,ELE-443404,2019-12-25,92259.06,TX008183,649.45
Online,DELHI,USD,CUST006282,Web,0.33,false,LN007944,Reliance Retail,Auto-debit,Toys,1,amer,TOY-160639,2025-05-06,40017.36,TX006013,59727.41
Online,Bengaluru,USD,CUST007441,Android,0.05,false,LN000009,Myntra,Upi,Electronics,1,Latam,ELE-668043,2021-05-21,35575.83,TX008475,37448.24
Mobile,MADRID,USD,CUST007589,Android,0.03,false,LN004294,Myntra,Cash,Toys,1,latam,TOY-821135,2023-02-11,138168.06,TX001419,142441.3
In-Store,LONDON,USD,CUST006036,iOS,0.28,false,LN007701,Myntra,Netbanking,Grocery,1,AMER,GRO-254424,2020-11-01,77493.54,TX002424,80341.93
Online,PUNE,USD,CUST000122,Web,0.12,false,LN000937,Carrefour,Null,Automotive,1,Amer,AUT-122966,2023-02-11,128520.97,TX008720,146046.56
Online,dubai,USD,CUST001888,iOS,0.07,false,LN006832,Myntra,Netbanking,Books,0,LATAM,BOO-358003,2022-04-20,92393.69,TX002920,99348.05
In-Store,Berlin,AED,CUST004748,POS,0.2,false,LN006838,Amazon,Card,Books,2,Mea,BOO-391666,2020-04-13,39644.3,TX007198,24777.69
Online,Sao Paulo,AED,CUST006510,POS,0.27,false,LN004906,Carrefour,Cash,Toys,1,mea,TOY-306855,2019-07-02,98769.1,TX006185,135300.14
In-Store,SAO PAULO,AED,CUST004475,POS,0.21,false,LN009249,Amazon,Upi,Grocery,2,mea,GRO-498909,2020-09-29,160965.87,TX000793,101877.13
Online,berlin,INR,CUST003327,Web,0.21,false,LN006455,IKEA,Neft,Books,1,apac,BOO-267043,2020-05-27,35815.49,TX006997,45336.06
Online,madrid,EUR,CUST001354,iOS,0.02,false,LN008979,BestBuy,Auto-debit,Automotive,2,EMEA,AUT-718692,2023-09-11,238868.06,TX004307,121871.46
Online,berlin,AED,CUST000174,Web,0.14,false,LN003054,Walmart,Auto-debit,Books,1,MEA,BOO-442314,2023-02-11,84331.36,TX000783,98059.72
In-Store,Paris,EUR,CUST009013,Android,0.04,false,LN009301,IKEA,Auto-debit,Automotive,1,EMEA,AUT-857369,2023-02-11,71089.11,TX000031,18320.19
Online,SAN FRANCISCO,INR,CUST004018,Web,0.32,false,LN008557,Noon,Netbanking,Books,1,apac,BOO-261599,2023-02-11,141548.81,TX003584,81352.64
Online,madrid,INR,CUST009595,POS,0.12,false,LN008146,Flipkart,Upi,Electronics,2,APAC,ELE-474672,2024-12-24,146093.46,TX004710,58447.07
Mobile,bengaluru,USD,CUST005230,POS,0.09,false,LN008993,Amazon,Cash,Books,3,LATAM,BOO-583165,2021-03-23,3629.78,TX005735,1329.59
In-Store,San Francisco,USD,CUST003169,iOS,0.2,false,LN006333,Walmart,Card,Beauty,4,Amer,BEA-161556,2023-02-11,72984.99,TX000872,22807.81
In-Store,HYDERABAD,EUR,CUST000212,POS,0.07,true,LN009064,Walmart,Netbanking,Automotive,1,EMEA,AUT-473197,2023-02-11,19955.53,TX005249,21457.56
Online,Madrid,EUR,CUST006285,iOS,0.37,false,LN008077,Flipkart,Auto-debit,Books,1,EMEA,BOO-726433,2025-01-10,4396.42,TX009264,6978.44
In-Store,Doha,AED,CUST009897,POS,0.23,false,LN000637,Amazon,Neft,Automotive,5,mea,AUT-357625,2023-02-11,155529.34,TX001622,40397.23
Online,PARIS,EUR,CUST004069,POS,0.11,false,LN002948,Carrefour,Auto-debit,Home,1,emea,HOM-663643,2023-02-11,60782.05,TX001089,68294.44
Mobile,SAO PAULO,EUR,CUST003964,iOS,0.1,false,LN003147,Myntra,Upi,Electronics,1,EMEA,ELE-101207,2025-06-13,89767.29,TX004013,99741.43
Mobile,SAO PAULO,USD,CUST000234,iOS,0.37,false,LN008956,Flipkart,Auto-debit,Grocery,4,latam,GRO-843033,2022-08-04,199437.44,TX002474,79141.84
Online,DOHA,USD,CUST007246,POS,0.39,false,LN000534,Noon,Auto-debit,Home,4,latam,HOM-447980,2025-04-13,244690.35,TX004601,100282.93
Online,Mumbai,EUR,CUST009955,POS,0.06,false,LN006009,Amazon,Auto-debit,Electronics,1,emea,ELE-124395,2022-09-04,1728.03,TX002187,1838.33
Mobile,Toronto,AED,CUST009555,Android,0.15,false,LN009822,DMart,Auto-debit,Automotive,1,MEA,AUT-347565,2022-10-15,169720.22,TX009093,122500.27
Mobile,DUBAI,EUR,CUST008293,iOS,0.32,false,LN002978,BestBuy,Card,Toys,1,emea,TOY-524883,2023-09-11,3324.22,TX001946,38469.46
In-Store,Delhi,USD,CUST009285,POS,0.02,false,LN009195,Flipkart,Neft,Beauty,1,amer,BEA-236143,2023-02-11,241496.03,TX001452,97251.91
Mobile,ahmedabad,INR,CUST001076,Android,0.4,false,LN002286,IKEA,Neft,Electronics,1,APAC,ELE-771083,2023-11-12,999.01,TX003476,1665.02
In-Store,Hyderabad,USD,CUST002755,Android,0.23,false,LN006361,Carrefour,Card,Home,2,amer,HOM-564609,2025-06-11,62955.68,TX006203,63057.54
Online,madrid,USD,CUST008180,POS,0.02,false,LN009617,DMart,Netbanking,Apparel,4,AMER,APP-300918,2023-10-10,110534.8,TX002076,125538.85
In-Store,Madrid,USD,CUST004995,iOS,0.06,true,LN005596,BestBuy,Neft,Automotive,1,AMER,AUT-665771,2023-04-11,67317.75,TX006077,71614.63
Online,madrid,EUR,CUST000935,Android,0.1,false,LN000898,DMart,Neft,Toys,1,emea,TOY-151680,2024-02-12,60716.67,TX004739,67462.97
In-Store,delhi,INR,CUST006667,Web,0.02,false,LN002049,Carrefour,Netbanking,Beauty,1,apac,BEA-574141,2019-10-18,73197.65,TX000652,74691.48
Mobile,hyderabad,INR,CUST005389,POS,0.06,false,LN004221,DMart,Upi,Books,1,Apac,BOO-323824,2023-02-11,23743.11,TX005220,25258.63
In-Store,AHMEDABAD,AED,CUST001175,Android,0.31,false,LN007962,Myntra,Cash,Books,1,mea,BOO-735259,2023-02-11,2491.88,TX007594,125118.21
Online,Chennai,EUR,CUST003801,Android,0.35,false,LN005069,BestBuy,Neft,Automotive,1,Emea,AUT-315730,2024-12-05,65300,TX004475,100461.54
In-Store,MADRID,EUR,CUST009737,Web,0.16,false,LN006196,Noon,Netbanking,Home,1,EMEA,HOM-605643,2020-04-11,8586.83,TX003712,10222.42
Online,kolkata,INR,CUST005365,POS,0.1,false,LN003732,Noon,Card,Apparel,2,APAC,APP-251987,2022-03-23,193306.36,TX006226,107392.42
Mobile,MUMBAI,USD,CUST003375,Web,0.29,false,LN009941,Walmart,Card,Grocery,2,latam,GRO-488016,2023-06-20,38189.82,TX001128,26894.24
Mobile,Toronto,USD,CUST001140,POS,0.12,false,LN008533,Carrefour,Upi,Toys,3,latam,TOY-819904,2019-05-13,287973.39,TX005887,128569.26
Mobile,SAO PAULO,INR,CUST001900,Android,0.4,false,LN000459,Amazon,Auto-debit,Electronics,5,Apac,ELE-551173,2021-07-12,57893.97,TX009908,45195.55
Online,Toronto,USD,CUST003114,Web,0.25,false,LN003352,Walmart,Netbanking,Grocery,2,AMER,GRO-764443,2025-06-01,163141.65,TX002593,108761.1
Mobile,DUBAI,USD,CUST007358,Web,0.24,false,LN003344,Myntra,Cash,Toys,1,AMER,TOY-875868,2025-06-05,53021.86,TX003435,69765.6
Mobile,Mumbai,INR,CUST007608,Android,0.21,false,LN008925,Reliance Retail,Auto-debit,Electronics,1,apac,ELE-377789,2020-03-13,8730.92,TX009312,11051.8
In-Store,London,EUR,CUST003706,iOS,0.19,false,LN006254,Walmart,Cash,Books,2,emea,BOO-744658,2024-07-31,61462.18,TX007134,37939.62
Mobile,SAN FRANCISCO,AED,CUST006023,Android,0.13,false,LN007434,Walmart,Neft,Books,5,MEA,BOO-229726,2021-07-14,100739.26,TX005770,23158.45
Online,Toronto,INR,CUST008397,Web,0,false,LN007157,Flipkart,Auto-debit,Electronics,4,Apac,ELE-373772,2021-10-07,70253.11,TX005683,27442.62
In-Store,MUMBAI,EUR,CUST003776,iOS,0.25,false,LN006890,DMart,Card,Grocery,3,Emea,GRO-609042,2023-02-11,71179.38,TX006441,145753.83
Mobile,NEW YORK,INR,CUST004408,POS,0.35,false,LN000015,DMart,Netbanking,Books,1,apac,BOO-134380,2025-05-12,68940.03,TX009795,106061.58
In-Store,DELHI,USD,CUST002259,iOS,0.3,false,LN003135,Amazon,Cash,Books,2,Latam,BOO-125145,2021-11-08,105529.76,TX004198,18039.76
In-Store,madrid,AED,CUST000339,POS,0.31,false,LN003656,Amazon,Auto-debit,Toys,1,Mea,TOY-193376,2023-12-02,45814.37,TX000249,66397.64
In-Store,san francisco,EUR,CUST008251,Android,0.18,false,LN001223,Flipkart,Auto-debit,Beauty,1,Emea,BEA-188622,2019-10-19,20556.43,TX008054,25068.82
Online,AHMEDABAD,AED,CUST006811,Web,0,false,LN005424,Myntra,Neft,Beauty,1,Mea,BEA-689050,2023-02-11,49960.5,TX008929,56135.39
Online,Ahmedabad,USD,CUST005406,Android,0.27,false,LN001365,Carrefour,Netbanking,Electronics,3,Amer,ELE-510485,2021-03-27,293926.97,TX003741,134213.23
In-Store,sao paulo,AED,CUST008712,Android,0.13,false,LN006365,Flipkart,Cash,Apparel,1,MEA,APP-258802,2020-08-14,64499.25,TX007607,74137.07
Mobile,MUMBAI,USD,CUST001435,Web,0.12,false,LN001754,BestBuy,Upi,Apparel,5,latam,APP-330271,2025-04-11,70073.17,TX006172,15925.72
In-Store,HYDERABAD,EUR,CUST009869,Web,0.04,false,LN002722,Noon,Upi,Grocery,2,emea,GRO-423427,2021-05-17,269320.78,TX004661,140271.24
In-Store,mumbai,INR,CUST009651,Android,0.17,false,LN004870,Flipkart,Neft,Electronics,1,Apac,ELE-969018,2024-01-26,110679.24,TX003914,133348.48
In-Store,AHMEDABAD,USD,CUST005791,iOS,0.21,false,LN006964,Myntra,Netbanking,Electronics,1,amer,ELE-617181,2023-12-22,65658.23,TX009179,83111.68
Mobile,new york,INR,CUST006237,Web,0.36,false,LN007342,Amazon,Upi,Grocery,2,APAC,GRO-713858,2022-07-12,54997.76,TX003073,42967
In-Store,San Francisco,USD,CUST008545,iOS,0.27,false,LN006234,Noon,Upi,Apparel,2,latam,APP-477325,2019-06-25,98809.72,TX008684,67677.89
Online,Madrid,USD,CUST000752,iOS,0.31,false,LN002662,DMart,Auto-debit,Beauty,1,Amer,BEA-235102,2024-12-30,34648.63,TX009015,50215.41
Mobile,Hyderabad,USD,CUST000143,Android,0.12,false,LN008930,Flipkart,Neft,Electronics,1,Amer,ELE-929982,2024-04-20,21645.48,TX000095,24597.14
In-Store,pune,AED,CUST001250,Android,0.33,false,LN005202,Noon,Auto-debit,Apparel,3,mea,APP-628249,2020-11-18,10461.04,TX005544,81900.87
In-Store,New York,AED,CUST002197,Android,0.2,false,LN009858,DMart,Cash,Apparel,1,MEA,APP-365171,2024-02-07,99937.22,TX008980,124921.53
Online,Sao Paulo,INR,CUST004452,iOS,0.34,false,LN002122,Myntra,Neft,Books,1,apac,BOO-959740,2023-02-11,0,TX003030,97273.48
Mobile,NEW YORK,USD,CUST008220,POS,0.17,false,LN006791,BestBuy,Neft,Grocery,3,latam,GRO-670413,2020-05-29,152789.26,TX001737,61361.15
Online,mumbai,EUR,CUST008043,Android,0.38,false,LN009876,Reliance Retail,Cash,Electronics,1,emea,ELE-148152,2021-01-18,63229.13,TX003013,101982.46
Online,Chennai,AED,CUST002237,Web,0.32,false,LN007684,IKEA,Card,Toys,2,Mea,TOY-697568,2023-02-11,115281.76,TX005983,84766
Online,Hyderabad,AED,CUST006244,POS,0.01,false,LN006586,Carrefour,Neft,Electronics,0,MEA,ELE-972552,2020-06-26,76635.76,TX005967,77409.86
Mobile,Bengaluru,USD,CUST003466,iOS,0.2,false,LN001858,Carrefour,Neft,Automotive,1,Amer,AUT-196626,2019-08-14,89086.24,TX007172,111357.8
In-Store,Pune,USD,CUST008063,Android,0.18,false,LN000847,Noon,Upi,Grocery,5,Latam,GRO-611123,2024-10-28,200169.08,TX006343,17899.34
Online,SAO PAULO,USD,CUST008450,iOS,0.15,false,LN000918,Walmart,Auto-debit,Grocery,1,AMER,GRO-806392,2019-08-01,80691.37,TX003426,94931.02
Mobile,Berlin,AED,CUST005940,iOS,0.12,false,LN002553,Walmart,Netbanking,Automotive,3,Mea,AUT-227580,2020-03-31,148032.64,TX009458,56072.97
Mobile,new york,USD,CUST000590,iOS,0.01,false,LN006582,Noon,Netbanking,Grocery,5,latam,GRO-517347,2023-02-07,208075.97,TX009149,42035.55
Online,mumbai,INR,CUST005595,POS,0.12,false,LN006746,BestBuy,Cash,Home,1,Apac,HOM-687526,2020-12-21,71564.91,TX000234,61639.6
In-Store,PARIS,EUR,CUST004656,Web,0.14,false,LN005945,DMart,Card,Grocery,1,EMEA,GRO-267344,2021-05-06,185167.85,TX003910,708.77
Online,berlin,USD,CUST000899,Web,0.29,false,LN009940,DMart,Upi,Toys,1,Latam,TOY-206490,2024-12-26,73083.84,TX001198,102934.99
In-Store,chennai,USD,CUST007176,iOS,0.34,false,LN000838,Walmart,Netbanking,Grocery,2,amer,GRO-362077,2020-11-26,146344.81,TX003044,110867.28
Online,KOLKATA,USD,CUST009716,POS,0.37,true,LN000365,Noon,Cash,Toys,1,AMER,TOY-299909,2020-04-18,56586.54,TX006790,18299.88
Mobile,mumbai,AED,CUST001055,POS,0.23,false,LN003937,Noon,Upi,Automotive,4,Mea,AUT-957882,2023-02-11,121933.26,TX005957,39588.72
In-Store,Berlin,AED,CUST001615,Android,0.34,false,LN005503,Walmart,Card,Books,1,mea,BOO-179908,2023-02-11,80898.66,TX005533,122573.73
Online,Paris,INR,CUST002065,POS,0.4,false,LN008897,Flipkart,Netbanking,Grocery,1,apac,GRO-260962,2023-12-14,49729.27,TX006484,82882.11
In-Store,SAN FRANCISCO,USD,CUST001776,iOS,0.28,false,LN006082,Walmart,Auto-debit,Home,1,LATAM,HOM-551492,2021-02-12,157.07,TX006662,218.15
Mobile,Doha,USD,CUST008276,Android,0.01,false,LN008544,Carrefour,Neft,Apparel,3,Amer,APP-392897,2023-05-28,46031.01,TX002783,0
In-Store,new york,AED,CUST005751,iOS,0.12,true,LN001813,Noon,Neft,Electronics,1,Mea,ELE-810312,2024-04-02,155971.98,TX002761,110686.39
Mobile,DUBAI,USD,CUST009105,iOS,0.09,false,LN008294,IKEA,Upi,Beauty,1,latam,BEA-540835,2022-03-06,92673.08,TX009594,101838.55
Online,hyderabad,USD,CUST004025,POS,0.24,false,LN008030,Noon,Upi,Home,3,latam,HOM-288904,2024-07-01,86761.6,TX001952,67278.63
Mobile,Kolkata,INR,CUST005275,Android,0.33,false,LN007822,Carrefour,Cash,Apparel,1,Apac,APP-136742,2021-01-18,111214.9,TX006794,78407.38
In-Store,PUNE,USD,CUST001724,Web,0.01,false,LN002621,IKEA,Upi,Grocery,1,LATAM,GRO-143438,2024-06-29,146191.15,TX005807,147667.83
Mobile,hyderabad,INR,CUST007659,Web,0.35,false,LN001491,DMart,Upi,Apparel,3,Apac,APP-569192,2024-12-31,219983.81,TX006390,112812.21
Online,BENGALURU,USD,CUST005388,POS,0,false,LN001611,Flipkart,Netbanking,Grocery,4,amer,GRO-694702,2022-10-13,290016.56,TX006255,72504.14
In-Store,ahmedabad,EUR,CUST003098,Android,0.27,false,LN002389,Noon,Upi,Apparel,2,Emea,APP-704964,2023-02-11,117416.6,TX009703,80422.33
In-Store,ahmedabad,AED,CUST006798,iOS,0.02,false,LN009653,Carrefour,Auto-debit,Automotive,2,mea,AUT-737915,2025-01-30,194237.55,TX001820,99100.79
Online,Bengaluru,USD,CUST008499,Web,0.24,false,LN004568,DMart,Auto-debit,Grocery,2,Amer,GRO-603047,2023-02-11,107345.42,TX008741,70621.99
Mobile,Delhi,USD,CUST009320,Web,0.36,false,LN002973,Flipkart,Cash,Home,1,Amer,HOM-521146,2020-09-08,12978.91,TX009119,20279.54
In-Store,hyderabad,INR,CUST005650,Android,0.23,false,LN000224,Flipkart,Auto-debit,Apparel,1,APAC,APP-677687,2021-06-30,48064.42,TX000244,62421.33
Online,CHENNAI,EUR,CUST005999,Web,0.19,false,LN008157,BestBuy,Netbanking,Beauty,1,Emea,BEA-787734,2021-07-18,187883.05,TX002812,96000.33
Mobile,Doha,AED,CUST008275,iOS,0.24,false,LN003818,BestBuy,Card,Toys,1,mea,TOY-406107,2023-03-01,10899.66,TX000415,14341.66
Online,London,USD,CUST005036,Android,0,false,LN008494,Flipkart,Cash,Home,3,amer,HOM-663285,2021-08-07,247217.1,TX002140,82405.7
Mobile,PARIS,EUR,CUST002525,Android,0.27,false,LN003265,Myntra,Cash,Home,4,Emea,HOM-871467,2025-03-25,210768.34,TX002906,72180.94
Online,LONDON,INR,CUST005040,POS,0.32,false,LN002876,Carrefour,Neft,Beauty,1,apac,BEA-903755,2019-01-09,82643.81,TX008930,38145.71
Mobile,TORONTO,USD,CUST005705,iOS,0.37,false,LN000602,IKEA,Cash,Home,1,Latam,HOM-594911,2024-09-28,94371.22,TX003214,149795.59
Online,MUMBAI,USD,CUST002321,Android,0.01,false,LN001838,Flipkart,Cash,Books,1,LATAM,BOO-892564,2020-07-17,143409.82,TX004789,10698.19
In-Store,CHENNAI,EUR,CUST008702,POS,0.04,false,LN007894,Walmart,Neft,Books,1,emea,BOO-104002,2024-11-13,9728.8,TX003791,10134.17
Mobile,New York,USD,CUST007466,POS,0.33,false,LN005402,Noon,Upi,Electronics,1,latam,ELE-111305,2021-06-16,60144.22,TX004015,89767.5
Mobile,san francisco,USD,CUST001522,Web,0.35,false,LN000584,DMart,Neft,Beauty,1,Latam,BEA-246214,2022-04-25,4576.16,TX004677,7040.24
Mobile,ahmedabad,USD,CUST000014,POS,0.2,false,LN006406,BestBuy,Auto-debit,Books,1,LATAM,BOO-250277,2023-02-11,15690.41,TX006271,19613.01
Mobile,Toronto,USD,CUST003106,Android,0.03,false,LN004740,Amazon,Netbanking,Grocery,1,AMER,GRO-358600,2022-03-12,44361.45,TX001948,71091.12
Mobile,DUBAI,INR,CUST005675,POS,0.19,false,LN009470,Walmart,Netbanking,Beauty,2,Apac,BEA-133896,2021-06-01,39279.37,TX001079,3241.13
Online,Ahmedabad,USD,CUST001242,Android,0.13,false,LN000985,Noon,Cash,Automotive,1,Amer,AUT-504969,2021-09-15,10710.3,TX004687,12310.69
Mobile,Dubai,AED,CUST006212,Android,0.01,false,LN004687,Myntra,Neft,Home,1,MEA,HOM-208845,2023-02-11,107798.04,TX008429,108886.91
Online,SAO PAULO,USD,CUST000785,iOS,0.11,false,LN006107,Reliance Retail,Cash,Home,1,Amer,HOM-275107,2025-10-01,83684.39,TX009240,94027.41
Online,Sao Paulo,USD,CUST000384,iOS,0.05,false,LN006311,Walmart,Upi,Automotive,1,Latam,AUT-984367,2019-08-13,130144.22,TX006512,94494.88
In-Store,BERLIN,USD,CUST009963,Android,0.15,false,LN007882,Myntra,Card,Home,1,Amer,HOM-869230,2023-02-11,43387.1,TX007819,51043.65
In-Store,PUNE,EUR,CUST001570,Web,0.25,false,LN009962,BestBuy,Netbanking,Books,1,emea,BOO-535527,2023-09-30,107932.79,TX006635,143910.39
Online,SAN FRANCISCO,USD,CUST006016,POS,0.27,false,LN009672,Myntra,Auto-debit,Books,2,amer,BOO-976813,2022-10-01,20812.1,TX002087,14254.86
In-Store,hyderabad,USD,CUST000626,iOS,0.26,false,LN003901,Walmart,Neft,Electronics,1,LATAM,ELE-344221,2019-05-03,39985.46,TX009056,54034.4
In-Store,Madrid,USD,CUST003120,iOS,0.04,false,LN000733,DMart,Card,Books,2,amer,BOO-360058,2021-12-06,33054.22,TX004765,17215.74
Mobile,AHMEDABAD,AED,CUST007565,Web,0.14,false,LN002376,Flipkart,Upi,Electronics,1,MEA,ELE-479318,2020-05-13,49952.76,TX005867,58084.61
Mobile,chennai,USD,CUST005713,POS,0.02,false,LN009497,Carrefour,Auto-debit,Electronics,2,amer,ELE-647715,2025-10-03,52459.92,TX007077,46534.23
Mobile,pune,EUR,CUST009517,Android,0,false,LN003897,Flipkart,Cash,Books,1,Emea,BOO-947372,2025-07-29,89653.7,TX008501,72474.61
Mobile,Kolkata,INR,CUST003415,Web,0.05,false,LN003562,Myntra,Cash,Automotive,1,APAC,AUT-604147,2019-10-20,58816.71,TX008292,61912.33
In-Store,LONDON,INR,CUST003612,iOS,0.3,false,LN005975,DMart,Netbanking,Apparel,1,Apac,APP-262151,2023-02-11,242230.83,TX002810,35941.68
In-Store,Kolkata,EUR,CUST003939,Android,0.16,false,LN001237,Noon,Neft,Home,2,EMEA,HOM-563402,2019-04-06,112748.71,TX007072,67112.33
Online,LONDON,INR,CUST009022,Android,0.27,false,LN007812,Amazon,Netbanking,Home,2,apac,HOM-909989,2024-06-10,101338.53,TX001173,48119.4
In-Store,Berlin,AED,CUST004780,POS,0.09,false,LN007721,Myntra,Netbanking,Home,2,mea,HOM-914601,2025-09-21,135977.51,TX008198,74712.92
Online,Berlin,USD,CUST002101,POS,0.13,false,LN002430,Flipkart,Netbanking,Grocery,1,latam,GRO-636697,2021-02-18,101546,TX008750,5490.05
Online,TORONTO,EUR,CUST003995,POS,0.13,false,LN004167,Reliance Retail,Auto-debit,Electronics,1,emea,ELE-467076,2024-03-27,148529.55,TX005769,134157.01
In-Store,san francisco,AED,CUST007770,iOS,0.04,false,LN000346,Walmart,Netbanking,Beauty,1,MEA,BEA-915579,2020-03-24,32663.35,TX007281,34024.32
In-Store,kolkata,USD,CUST007061,iOS,0.2,false,LN003402,Noon,Netbanking,Beauty,1,Latam,BEA-938212,2020-05-12,5322.7,TX004696,112510.68
Online,hyderabad,EUR,CUST009183,iOS,0.39,false,LN000558,Reliance Retail,Netbanking,Grocery,1,EMEA,GRO-436266,2019-04-22,49176.06,TX006176,369.2
In-Store,new york,USD,CUST000369,iOS,0.31,false,LN008388,Noon,Auto-debit,Home,1,amer,NULL,2023-02-11,78448.25,TX004107,113693.12
In-Store,bengaluru,USD,CUST008223,iOS,0.08,false,LN000887,Carrefour,Upi,Home,3,Latam,HOM-880172,2024-12-07,0,TX009714,138606
Mobile,PARIS,USD,CUST009819,Android,0.12,false,LN005047,Reliance Retail,Upi,Toys,1,Amer,TOY-860925,2025-04-11,20692.23,TX005078,23513.9
Online,Delhi,USD,CUST001128,Web,0.2,false,LN000718,Amazon,Netbanking,Beauty,4,Amer,BEA-854893,2020-12-13,23854.43,TX009857,7454.51
Online,ahmedabad,EUR,CUST005490,POS,0.16,false,LN003462,IKEA,Upi,Home,2,emea,HOM-756471,2020-08-14,112235.57,TX005903,84512.44
In-Store,Ahmedabad,INR,CUST006985,iOS,0.29,false,LN001934,Carrefour,Upi,Toys,1,Apac,TOY-776882,2023-02-11,52456.33,TX002841,73882.15
Mobile,Hyderabad,USD,CUST001569,Android,0.14,false,LN005816,Myntra,Card,Grocery,2,Latam,GRO-503020,2021-05-05,41433.11,TX002645,50270.78
Online,MADRID,INR,CUST000997,POS,0.39,false,LN000936,Reliance Retail,Cash,Home,4,APAC,HOM-390273,2023-02-11,12935.1,TX000083,5301.27
Online,chennai,USD,CUST002976,Android,0.05,false,LN004010,Walmart,Auto-debit,Books,2,amer,BOO-349417,2023-02-11,276464.38,TX004443,145507.57
In-Store,Berlin,EUR,CUST002550,Android,0.21,false,LN007035,DMart,Card,Apparel,3,Emea,APP-410877,2021-08-23,171941.15,TX003016,72549.01
Online,hyderabad,USD,CUST005062,Android,0.37,false,LN001918,Myntra,Netbanking,Electronics,3,AMER,ELE-366993,2021-09-26,106142.4,TX004193,56160
Online,dubai,USD,CUST001386,Android,0.25,false,LN002740,Reliance Retail,Netbanking,Automotive,1,Latam,AUT-229114,2023-02-11,134584.86,TX005759,148992.68
In-Store,Kolkata,USD,CUST006485,POS,0.24,false,LN004212,Flipkart,Card,Toys,1,Amer,TOY-252638,2025-06-15,92657.78,TX002509,121918.13
In-Store,Bengaluru,USD,CUST001774,Web,0.3,false,LN000826,Walmart,Neft,Beauty,1,Amer,BEA-476714,2019-03-06,67605.48,TX006986,96579.26
Online,london,AED,CUST008047,iOS,0.18,false,LN000150,DMart,Card,Books,1,MEA,BOO-917614,2023-08-04,101292.7,TX006932,123527.68
Online,berlin,EUR,CUST002266,Android,0.12,false,LN004796,Amazon,Netbanking,Automotive,5,EMEA,AUT-382976,2023-02-11,133266.22,TX002060,122860.52
In-Store,new york,EUR,CUST001516,Android,0.22,false,LN001421,Carrefour,Auto-debit,Home,3,Emea,HOM-964964,2020-04-29,288427.37,TX001123,123259.56
Mobile,london,AED,CUST000067,Android,0.08,false,LN009472,DMart,Card,Automotive,5,mea,AUT-805132,2021-07-06,53355.21,TX006766,125924.01
Online,ahmedabad,USD,CUST008663,Web,0.11,false,LN003929,IKEA,Cash,Books,1,Amer,BOO-195249,2019-05-13,42359,TX003693,47594.38
In-Store,bengaluru,USD,CUST004191,POS,0.25,false,LN002415,Flipkart,Upi,Books,1,amer,BOO-573867,2023-03-10,39611.26,TX009309,52815.01
Mobile,PARIS,USD,CUST008154,POS,0.13,false,LN007712,DMart,Upi,Books,3,latam,BOO-669631,2023-02-11,124059.82,TX005407,47532.5
In-Store,New York,INR,CUST005547,iOS,0.28,false,LN008484,Myntra,Netbanking,Apparel,1,APAC,APP-765903,2019-03-02,65750.65,TX009810,91320.35
In-Store,Madrid,EUR,CUST009476,POS,0.17,false,LN004558,DMart,Neft,Automotive,3,EMEA,AUT-761110,2024-02-12,224524.1,TX003785,9813.82
Online,Hyderabad,INR,CUST000166,Android,0.13,false,LN003199,Carrefour,Cash,Apparel,1,APAC,APP-251559,2020-08-18,67725.77,TX001060,77845.71
Mobile,berlin,USD,CUST004852,iOS,0.09,false,LN008718,Flipkart,Upi,Books,1,latam,BOO-786383,2023-02-11,41247.82,TX005225,45327.27
Mobile,Kolkata,INR,CUST009006,Web,0.1,false,LN006021,DMart,Netbanking,Automotive,1,APAC,AUT-756515,2022-09-09,115944.11,TX006863,11796.94
Mobile,paris,USD,CUST000823,POS,0.1,false,LN007693,Myntra,Card,Home,1,latam,HOM-248011,2019-11-28,90020.8,TX004522,100023.11
In-Store,pune,AED,CUST002118,Android,0.17,false,LN008774,Noon,Netbanking,Books,1,Mea,BOO-353678,2023-02-11,1983.87,TX001945,2390.2
In-Store,BERLIN,INR,CUST000200,Web,0.03,false,LN001470,Walmart,Auto-debit,Automotive,1,APAC,AUT-778768,2025-07-29,152404.01,TX004827,114101.77
In-Store,new york,USD,CUST003779,iOS,0.31,false,LN007312,Noon,Neft,Toys,1,Amer,TOY-171695,2023-02-11,70991.7,TX004022,102886.52
In-Store,MADRID,INR,CUST002843,iOS,0.21,false,LN004278,Reliance Retail,Upi,Toys,1,APAC,TOY-938279,2021-07-12,48130.66,TX005868,60924.88
Online,Pune,AED,CUST007151,POS,0.13,false,LN000116,Myntra,Upi,Electronics,1,Mea,ELE-328119,2022-11-09,68482.42,TX007286,78715.43
