LoanID,CustomerID,LoanType,PrincipalAmount,InterestRate,TermMonths,StartDate,EndDate,EMIAmount,PaymentStatus,PaymentType,LastPaymentDate,DefaultFlag
LN004607,CUST009295,Personal,3565760,21.71,72,2019-11-27,2025-12-12,114034.99,Late,Upi,2020-02-03,0
LN004737,CUST001661,Home,126674,9.74,60,2020-11-24,2025-11-10,3139.4,On-time,Cash,2021-02-20,0
LN005068,CUST003060,Personal,4939662,21.04,48,2021-11-11,2025-11-03,189518.37,On-time,Upi,2022-01-16,0
LN005610,CUST009021,Personal,1065439,18.78,48,2025-02-23,2029-01-25,38870.77,On-time,Cash,2025-03-22,0
LN006037,CUST001429,Business,4859443,13.88,36,2022-11-10,2025-12-14,191192.09,Missed,Netbanking,2023-01-06,1
LN006221,CUST006202,Home,224649,7.07,36,2016-07-01,2019-07-01,7563.81,Missed,Auto-debit,2016-09-28,0
LN006234,CUST008545,Home,1428910,15.98,24,2018-04-19,2020-05-25,78566.23,On-time,Neft,2018-06-16,0
LN006346,CUST000154,Personal,2351485,20.91,72,2018-06-03,2024-05-20,73634.14,On-time,Neft,2018-08-30,0
LN006458,CUST006995,Home,3659011,20.3,36,2020-03-15,2023-03-22,163537.46,On-time,Neft,2020-04-19,0
LN006754,CUST007716,Personal,1905100,15.94,18,2016-07-08,2018-01-22,131144.97,Late,Auto-debit,2016-09-05,0
LN006793,CUST004251,Personal,3882132,14.45,36,2022-07-10,2025-07-25,154584.34,On-time,Card,2022-08-31,0
LN006882,CUST009695,Personal,4943476,19.75,24,2025-08-25,2027-07-06,287339.54,On-time,Auto-debit,2025-09-26,0
LN007133,CUST006479,Personal,1846077,19.27,36,2019-05-04,2022-05-27,80924.84,Late,Upi,2019-06-09,0
LN007142,CUST005375,Auto,3220301,23.19,24,2018-04-19,2020-03-09,196411.53,On-time,Cash,2018-06-05,0
LN007216,CUST006023,Personal,3950624,18.16,60,2022-05-03,2027-03-13,125629.84,On-time,Upi,2022-06-07,0
LN007818,CUST000979,Business,2170705,13.13,60,2016-10-22,2021-09-18,59929.55,Late,Neft,2016-11-24,0
LN007968,CUST009683,Home,399879,7.78,36,2016-07-16,2019-06-03,13700.3,On-time,Netbanking,2016-09-16,0
LN008036,CUST003699,Business,869917,21.48,60,2019-07-27,2024-05-22,30070.13,On-time,Auto-debit,2019-10-16,0
LN008118,CUST007950,Personal,4938076,12.16,60,2020-06-13,2025-07-14,132340.44,On-time,Netbanking,2020-08-30,0
LN008156,CUST008232,Home,3220520,12.5,18,2018-04-14,2019-09-27,212464.86,On-time,Neft,2018-06-24,0
LN008651,CUST000052,Business,403592,20.42,12,2017-08-08,2018-09-25,40500.46,On-time,Neft,2017-11-03,0
LN008727,CUST001321,Personal,39641,14.91,36,2023-05-30,2026-05-11,1593.68,On-time,Neft,2023-07-02,0
LN009313,CUST009307,Business,2224544,23.66,24,2016-01-31,2017-12-23,136549.93,On-time,Card,2016-04-29,0
LN009846,CUST001413,Personal,2738838,15.26,48,2019-12-09,2023-12-10,91888.01,On-time,Upi,2020-01-11,0
LN009954,CUST009660,Personal,3287733,10.35,60,2021-07-24,2026-07-02,83152.25,On-time,Netbanking,2021-08-27,0
LN000297,CUST000954,Education,3894121,7.75,24,2022-12-27,2025-02-12,187404.57,Late,Upi,2023-02-02,0
LN008575,CUST008635,Auto,174148,11.91,36,2017-06-18,2020-07-25,6565.86,On-time,Cash,2017-08-23,0
LN000841,CUST003790,Auto,2960147,6.69,72,2024-01-18,2030-02-07,57615.97,Late,Card,2024-03-20,0
LN000957,CUST009749,Personal,4811235,17.52,72,2021-04-26,2027-02-12,137066.74,On-time,Neft,2021-07-13,0
LN001037,CUST006741,Personal,1584453,14.97,60,2017-05-03,2022-03-04,46173.6,On-time,Auto-debit,2017-06-27,0
LN001097,CUST008164,Education,2581045,13.99,12,2021-06-04,2022-06-05,245177.77,On-time,Netbanking,2021-08-27,0
LN001305,CUST004233,Home,355764,21.3,36,2017-07-27,2020-07-31,16197.14,Null,Cash,2017-09-21,0
LN001744,CUST005643,Home,386555,20.99,36,2024-05-30,2027-06-09,17499.13,On-time,Auto-debit,2024-07-17,0
LN001876,CUST007786,Home,2002497,14.27,36,2019-05-18,2022-04-27,79437.94,On-time,Netbanking,2019-06-13,0
LN001881,CUST009506,Credit Line,1996013,17.22,48,2023-07-18,2027-07-17,70226.39,On-time,Auto-debit,2023-08-25,1
LN002018,CUST007799,Auto,1034357,21.3,60,2017-01-02,2022-01-15,35599.12,On-time,Netbanking,2017-03-21,0
LN002464,CUST003225,Business,4630772,8.39,60,2022-03-22,2027-02-06,109556.35,On-time,Cash,2022-04-16,0
LN002585,CUST006940,Home,1901768,10.52,48,2021-01-14,2024-12-01,56292.33,On-time,Netbanking,2021-04-04,0
LN003463,CUST004445,Home,972405,22.72,24,2022-08-22,2024-06-12,58927.74,On-time,Cash,2022-10-17,0
LN003514,CUST001642,Business,4728841,12.14,36,2020-12-07,2023-10-13,179196.8,Late,Cash,2021-01-07,0
LN003523,CUST009247,Home,10000,20,24,2020-10-01,2022-09-21,277610.57,On-time,Netbanking,2020-12-17,0
LN003795,CUST000057,Personal,4333065,19.31,36,2020-11-08,2023-10-27,5000,Late,Upi,2021-01-24,0
LN004259,CUST005136,Personal,4384647,13.77,72,2019-04-05,2025-01-25,111211.7,On-time,Netbanking,2019-06-03,0
LN004794,CUST002413,Personal,2963999,20.29,36,2024-01-09,2026-11-09,132449.59,On-time,Upi,2024-02-27,0
LN005556,CUST009159,Personal,2725430,7.35,36,2021-02-06,2024-02-02,92399.65,On-time,Card,2021-04-23,0
LN006186,CUST006235,Personal,3091795,11.75,36,2024-09-23,2027-09-30,116157.02,On-time,Neft,2024-12-24,0
LN006290,CUST005446,Home,302873,7.33,48,2022-10-22,2026-10-28,8159.9,On-time,Auto-debit,2023-01-01,0
LN006950,CUST002619,Personal,4045704,17.39,48,2022-01-27,2025-12-26,142914.49,On-time,Auto-debit,2022-03-21,0
LN007457,CUST009638,Home,4520418,17.39,60,2023-02-02,2028-03-04,140848.69,Late,Cash,2023-04-18,0
LN007659,CUST007421,Personal,395828,14.84,36,2021-05-14,2024-06-20,15890.3,On-time,Netbanking,2021-08-05,0
LN007839,CUST004734,Education,4320595,13.74,48,2022-05-20,2026-04-02,139483.21,Missed,Netbanking,2022-06-18,1
LN007946,CUST009166,Auto,819228,18.18,36,2019-12-11,2022-10-26,35167.64,On-time,Cash,2020-01-20,0
LN007992,CUST002565,Personal,2490921,6.84,36,2016-06-13,2019-06-27,83390.5,On-time,Card,2016-08-31,1
LN008142,CUST005629,Personal,2753303,11.07,24,2019-12-02,2021-11-18,140120.18,On-time,Auto-debit,2020-02-22,0
LN008490,CUST007505,Personal,2171075,10.02,36,2020-07-16,2023-06-10,78436.12,On-time,Auto-debit,2020-09-10,0
LN008953,CUST005331,Education,500,18.33,48,2018-03-27,2022-02-13,136963.28,On-time,Upi,2018-05-27,0
LN009009,CUST001260,Business,913935,9.32,60,2020-09-28,2025-10-05,22330.48,Late,Cash,2020-11-22,0
LN009385,CUST001749,Personal,3249665,9.32,36,2023-06-12,2026-05-23,115507.54,On-time,Cash,2023-09-05,0
LN009564,CUST002168,Home,1716543,16.62,72,2024-01-30,2029-12-02,47615,Late,Netbanking,2024-04-11,0
LN009583,CUST002194,Auto,2091450,15.79,36,2020-07-02,2023-07-06,85615.83,On-time,Auto-debit,2020-08-17,1
LN000022,CUST002584,Business,4200224,21.03,60,2022-02-05,2026-11-17,5000,On-time,Upi,2022-05-04,0
LN000049,CUST001013,Credit Line,30209,7.57,60,2021-09-10,2026-10-04,694.05,On-time,Netbanking,2021-12-09,0
LN000140,CUST007693,Auto,1153452,12.4,72,2020-04-29,2026-05-24,27939.17,Late,Netbanking,2020-06-12,0
LN000220,CUST009746,Home,999547,15.01,24,2019-01-09,2021-02-20,54150.46,On-time,Neft,2019-02-25,0
LN000272,CUST004790,Personal,1482980,7.43,48,2016-11-20,2020-11-11,40077.53,Late,Auto-debit,2017-01-02,0
LN000529,CUST005807,Education,2304454,16.61,48,2024-06-02,2028-03-15,79906.94,Late,Netbanking,2024-07-05,1
LN000636,CUST002724,Home,1860203,19.92,36,2020-07-04,2023-07-19,82551.68,On-time,Cash,2020-09-19,0
LN000688,CUST009345,Personal,266070,8.06,24,2024-06-04,2026-06-07,12873.35,On-time,Upi,2024-08-20,0
LN001463,CUST001131,Auto,2796111,15.6,24,2023-10-18,2025-08-20,152854.07,On-time,Auto-debit,2023-12-29,0
LN002097,CUST002495,Personal,2629775,17.94,36,2016-07-02,2019-07-10,112364.44,On-time,Cash,2016-08-11,0
LN004049,CUST004639,Auto,33240,8.38,18,2021-01-24,2022-08-14,2078.79,On-time,Netbanking,2021-03-11,0
LN002195,CUST009461,Credit Line,2474695,16.67,60,2019-02-05,2024-02-25,75622.55,Late,Card,2019-04-26,0
LN002549,CUST003682,Auto,2611757,11.99,24,2024-02-02,2025-12-12,134919.01,On-time,Neft,2024-03-05,0
LN003281,CUST001410,Auto,4227683,0.5,36,2023-04-25,2026-04-14,143154.04,On-time,Upi,2023-05-26,0
LN003354,CUST005861,Business,4793977,10.37,36,2020-03-07,2023-01-25,174593.98,On-time,Upi,2020-04-11,0
LN003549,CUST004426,Home,4482742,10.18,24,2021-09-11,2023-07-04,224809.51,Late,Neft,2021-11-29,0
LN003575,CUST005553,Education,796056,10.45,84,2024-03-25,2031-01-06,16409.18,On-time,Cash,2024-04-27,0
LN003941,CUST007187,Home,4521996,15.96,60,2019-04-27,2024-03-21,5000,On-time,Cash,2019-06-22,0
LN004249,CUST002284,Education,1767015,12.56,72,2024-08-02,2030-05-27,43036.63,On-time,Card,2024-10-09,0
LN004549,CUST007642,Home,1942917,6.51,84,2017-07-02,2024-03-30,33670.29,On-time,Card,2017-08-23,0
LN004587,CUST005136,Home,3344047,16.05,48,2019-08-06,2023-08-08,114394.27,On-time,Cash,2019-10-09,0
LN004677,CUST002745,Personal,795859,11.27,12,2016-04-29,2017-04-13,73796.03,On-time,Cash,2016-06-28,0
LN004801,CUST003686,Business,304420,20,36,2021-01-14,2023-11-17,10650.47,On-time,Netbanking,2021-02-28,0
LN005049,CUST002038,Auto,1679171,10.7,36,2020-02-01,2023-01-20,61616.25,Late,Cash,2020-04-23,0
LN005178,CUST006751,Auto,2818032,12.2,36,2017-01-13,2020-02-09,106928.66,On-time,Auto-debit,2017-03-22,0
LN005261,CUST009847,Home,304084,21.51,24,2018-05-26,2020-03-20,18120.87,On-time,Cash,2018-07-04,1
LN005505,CUST008002,Business,461247,19.86,48,2019-12-31,2024-01-29,17242.95,On-time,Upi,2020-04-03,0
LN005804,CUST005283,Personal,260407,20.87,36,2016-04-15,2019-02-28,11762.44,On-time,Card,2016-05-21,0
LN005933,CUST003418,Home,1968548,13.88,36,2024-01-15,2027-02-21,77451.43,Late,Netbanking,2024-03-19,0
LN005960,CUST000030,Personal,2758675,16.47,48,2025-04-17,2029-04-12,95335.21,Late,Neft,2025-06-10,1
LN005999,CUST007815,Personal,4934043,10.34,48,2024-09-10,2028-07-10,145307.57,On-time,Neft,2024-12-11,0
LN006019,CUST006202,Personal,3562576,19.21,72,2020-07-18,2026-05-25,106511.13,On-time,Card,2020-08-13,0
LN006342,CUST007195,Home,3540008,17.92,48,2018-08-21,2022-08-09,126614.29,Late,Cash,2018-10-26,0
LN006466,CUST001072,Home,3783614,8.11,24,2022-02-22,2024-01-03,183221.51,On-time,Auto-debit,2022-04-15,0
LN006827,CUST000903,Home,1408006,6.87,12,2018-09-30,2019-08-20,125394.67,Late,Neft,2018-11-17,1
LN006861,CUST007658,Home,3918190,17.12,48,2018-03-30,2022-02-28,137528.47,On-time,Cash,2018-06-03,0
LN007062,CUST004907,Auto,2819254,22.64,60,2025-03-17,2030-03-30,100177.49,On-time,Cash,2025-05-01,1
LN007535,CUST008674,Business,1822688,0.5,84,2023-03-28,2030-01-23,38771.18,On-time,Card,2023-06-01,1
LN007574,CUST007914,Business,859570,9.1,48,2025-06-09,2029-06-19,24426.11,On-time,Card,2025-07-10,0
LN008072,CUST001669,Credit Line,1126374,20.47,60,2024-05-17,2029-06-09,5000,On-time,Card,2024-06-26,0
LN009319,CUST007999,Personal,2506675,15.02,72,2019-10-26,2025-09-09,66190.15,Missed,Upi,2019-12-25,0
LN008571,CUST003716,Personal,3375435,10.88,60,2024-08-27,2029-08-25,86861.19,On-time,Netbanking,2024-09-28,0
LN008754,CUST006140,Personal,2897069,18.47,36,2016-10-11,2019-08-19,125064.86,On-time,Upi,2016-12-28,0
LN008764,CUST003100,Personal,3485571,11.68,36,2024-06-05,2027-05-12,130747.64,On-time,Card,2024-07-22,0
LN008954,CUST005833,Business,3143363,22.17,36,2025-03-24,2028-02-20,145389.27,On-time,Upi,2025-05-19,0
LN009257,CUST004790,Personal,816235,8.81,36,2024-02-14,2026-12-11,28665.72,On-time,Netbanking,2024-03-16,0
LN009287,CUST004830,Personal,2682807,11.77,48,2016-11-21,2020-09-15,82205.68,Late,Neft,2017-02-08,0
LN000106,CUST008137,Home,2612828,22.99,18,2020-03-04,2021-07-22,195214.54,On-time,Neft,2020-05-06,0
LN000147,CUST006243,Education,3640624,15.67,48,2019-08-13,2023-05-30,123386.82,On-time,Netbanking,2019-09-07,0
LN000584,CUST001522,Home,3112851,15.57,48,2019-07-27,2023-07-02,105240.3,Late,Auto-debit,2019-09-14,0
LN000627,CUST003016,Personal,299370,23.72,24,2017-04-05,2019-05-02,18391.3,On-time,Cash,2017-05-28,1
LN000658,CUST004758,Personal,196957,22.03,36,2017-10-19,2020-08-07,9086.83,Missed,Neft,2017-11-25,1
LN000752,CUST002237,Home,2569845,22.82,60,2023-05-15,2028-04-07,91700.64,Late,Auto-debit,2023-07-12,0
LN000788,CUST002558,Home,1569713,0,18,2020-12-22,2022-06-20,113211.19,On-time,Card,2021-03-20,0
LN000814,CUST007007,Personal,2043843,20.03,24,2016-10-21,2018-10-19,119275.27,On-time,Neft,2017-01-20,0
LN000848,CUST007363,Personal,3589353,22.27,36,2024-09-12,2027-10-26,166316.66,On-time,Auto-debit,2024-10-11,0
LN000971,CUST009121,Home,4859619,7.96,60,2017-08-20,2022-08-08,113229.12,On-time,Cash,2017-10-29,0
LN001173,CUST007178,Auto,1468870,15,20,2018-06-26,2019-07-17,140766.71,On-time,Cash,2018-08-05,0
LN001301,CUST001278,Auto,4971808,9.26,60,2024-09-21,2029-10-03,121229.25,On-time,Upi,2024-10-19,0
LN001429,CUST009128,Personal,4720549,20,84,2018-06-05,2025-03-18,144117.24,On-time,Cash,2018-08-24,0
LN001515,CUST004654,Personal,740209,22.2,60,2021-08-03,2026-07-30,26030.68,On-time,Auto-debit,2021-10-22,0
LN001638,CUST006315,Credit Line,557401,21.45,24,2021-04-23,2023-02-22,33188.58,On-time,Card,2021-07-18,0
LN001878,CUST001527,Home,1386459,21.22,60,2023-10-07,2028-10-01,47624.87,On-time,Cash,2023-11-07,0
LN002076,CUST005218,Personal,3774352,11.94,60,2018-10-11,2023-10-27,100460.67,Late,Neft,2019-01-02,0
LN002204,CUST003340,Personal,820121,14.43,48,2019-05-02,2023-05-22,26947.81,On-time,Cash,2019-06-09,0
LN002614,CUST004240,Personal,3410108,8.18,24,2017-04-12,2019-04-23,165333.4,On-time,Netbanking,2017-05-28,0
LN003005,CUST002274,Personal,3914887,16.37,36,2018-10-26,2021-08-27,162152.44,On-time,Cash,2019-01-20,0
LN003014,CUST001302,Auto,4143205,7.86,36,2019-03-30,2022-03-07,142227.02,On-time,Auto-debit,2019-05-29,0
LN003173,CUST000976,Home,3137418,23.88,36,2025-01-31,2027-12-31,149585.12,On-time,Card,2025-03-22,0
LN003554,CUST008295,Personal,882297,9.06,24,2021-07-31,2023-07-02,43423.72,Late,Cash,2021-10-13,0
LN003673,CUST000900,Business,484397,20.74,12,2024-11-27,2025-11-30,48738.41,On-time,Cash,2025-01-09,0
LN003773,CUST009809,Personal,2767681,10.06,60,2025-08-06,2030-08-14,69330.41,On-time,Card,2025-09-15,0
LN003860,CUST006824,Home,737075,23.67,36,2025-04-06,2028-03-15,35013.11,On-time,Netbanking,2025-05-22,0
LN003929,CUST008663,Personal,3413555,8.23,48,2023-12-30,2027-12-12,94527.03,On-time,Netbanking,2024-02-18,0
LN004167,CUST003995,Home,4589099,16.31,48,2016-10-02,2020-10-22,157979.73,On-time,Upi,2016-12-09,0
LN004460,CUST008441,Business,4813945,14.34,48,2018-12-23,2022-11-05,157817.16,On-time,Netbanking,2019-02-25,0
LN004697,CUST009567,Home,2441948,23.91,24,2024-10-27,2026-09-04,150403.65,On-time,Auto-debit,2024-12-11,0
LN004743,CUST009193,Home,3834575,13.18,60,2025-09-18,2030-09-19,106026,On-time,Cash,2025-11-17,0
LN004782,CUST000658,Personal,2642215,10.95,36,2020-10-06,2023-10-13,97505.07,On-time,Netbanking,2020-11-20,0
LN004897,CUST006893,Personal,3352738,7.22,24,2016-08-11,2018-07-01,159869.72,On-time,Cash,2016-10-13,0
LN004919,CUST003287,Personal,3650544,17.27,36,2017-08-28,2020-09-21,153941.41,On-time,Neft,2017-09-27,0
LN005002,CUST003408,Personal,3116741,9.86,48,2020-08-15,2024-08-15,90541.33,On-time,Card,2020-11-13,0
LN005017,CUST008831,Auto,4172854,22.91,36,2016-04-07,2019-04-30,195579.35,On-time,Auto-debit,2016-05-20,0
LN005922,CUST001642,Business,685566,9.93,48,2019-10-07,2023-08-14,19955.68,On-time,Auto-debit,2019-12-02,0
LN006006,CUST002399,Home,925648,15.64,24,2024-12-03,2026-12-26,50632.95,On-time,Netbanking,2024-12-30,0
LN006214,CUST006534,Personal,4396061,15.55,72,2025-06-13,2031-04-14,118022.03,On-time,Card,2025-07-29,0
LN006623,CUST005575,Business,3526264,15.5,48,2023-05-10,2027-03-25,119011.41,On-time,Neft,2023-06-11,0
LN006957,CUST007300,Home,1671518,14.2,24,2018-09-22,2020-10-25,89426.21,On-time,Netbanking,2018-12-08,0
LN007072,CUST007955,Personal,1544890,7.7,36,2022-07-21,2025-06-07,52826.66,On-time,Upi,2022-09-24,0
LN007083,CUST002072,Business,1151363,22.58,36,2017-01-17,2020-02-20,53647.12,On-time,Upi,2017-03-11,0
LN007357,CUST006251,Education,2496377,15.76,36,2020-12-30,2023-10-30,102129.56,On-time,Neft,2021-02-01,0
LN008432,CUST000201,Business,1012919,15.03,60,2023-02-16,2028-01-18,29568.79,On-time,Neft,2023-04-01,0
LN008969,CUST006881,Education,4001714,8.63,24,2022-01-17,2023-12-30,195517.08,On-time,Cash,2022-04-12,1
LN009323,CUST005031,Education,4772036,12.05,48,2021-11-17,2025-12-12,147336.61,On-time,Card,2021-12-16,0
LN009492,CUST000786,Personal,3055604,12.1,24,2025-01-01,2026-12-23,158127.51,On-time,Auto-debit,2025-02-25,0
LN009606,CUST007630,Personal,1279875,23.8,36,2023-01-14,2026-02-09,60936.27,On-time,Neft,2023-03-16,0
LN000842,CUST007895,Personal,1843964,19.1,36,2016-10-31,2019-11-30,80570.98,Late,Auto-debit,2017-01-25,0
LN000952,CUST001844,Personal,1031676,18.4,60,2025-08-09,2030-07-18,33013.63,On-time,Auto-debit,2025-11-11,0
LN001121,CUST002237,Personal,4021213,15.69,72,2019-08-12,2025-06-03,108427.54,On-time,Upi,2019-09-10,0
LN001161,CUST000252,Home,3296352,14.69,60,2022-02-19,2027-01-14,95292.04,On-time,Upi,2022-05-09,0
LN001669,CUST005632,Home,2150685,20.76,48,2016-08-04,2020-06-06,82012.79,On-time,Card,2016-09-09,0
LN001827,CUST000590,Personal,3573672,7.46,84,2019-05-04,2026-04-25,64760.04,On-time,Netbanking,2019-07-21,0
LN002145,CUST000883,Home,66021,20.28,36,2022-12-28,2025-11-16,2949.67,Late,Neft,2023-04-01,0
LN002383,CUST009273,Home,1181537,16.28,48,2020-09-27,2024-08-22,40644.87,Late,Neft,2020-11-02,0
LN002465,CUST001628,Credit Line,2562111,9.66,84,2016-01-22,2023-01-03,51126.31,On-time,Upi,2016-03-11,1
LN002581,CUST009094,Personal,3096954,20,24,2023-12-24,2025-12-19,158022.08,Late,Card,2024-03-11,0
LN002782,CUST008524,Auto,3822705,15.3,60,2025-02-22,2030-03-12,112451.24,On-time,Auto-debit,2025-05-04,0
LN002914,CUST008708,Business,2847371,9.84,60,2025-03-19,2030-01-13,70804.63,On-time,Cash,2025-05-16,0
LN003151,CUST005278,Home,4795683,19.57,24,2017-05-06,2019-03-28,278029.72,Missed,Card,2017-06-08,0
LN003247,CUST004615,Auto,1922578,11.41,60,2024-07-03,2029-05-27,50323.48,On-time,Cash,2024-09-17,0
LN003295,CUST006244,Personal,152056,20,72,2024-12-20,2030-09-21,4478.89,On-time,Cash,2025-01-28,0
LN003783,CUST006633,Auto,4837562,17.07,84,2018-05-21,2025-06-08,126404.34,On-time,Auto-debit,2018-08-03,0
LN003870,CUST003484,Home,1640049,18.21,20,2020-06-01,2023-06-21,70444.66,On-time,Card,2020-07-07,0
LN004290,CUST003518,Personal,1939830,11.52,20,2024-07-13,2028-06-11,59035.49,On-time,Cash,2024-10-02,0
LN004451,CUST000133,Personal,914186,13.3,84,2025-07-28,2032-06-03,21015.39,On-time,Upi,2025-10-08,0
LN004769,CUST006881,Home,2202747,17.3,36,2017-11-13,2020-12-11,92943.69,On-time,Cash,2017-12-10,0
LN004895,CUST002499,Personal,1914139,20.99,60,2024-09-10,2029-09-29,65383.8,On-time,Neft,2024-11-06,1
LN004896,CUST004123,Personal,2325113,12.71,24,2025-10-16,2027-09-02,121506.53,On-time,Netbanking,2025-11-26,0
LN005605,CUST000370,Home,3907688,21.92,36,2018-07-23,2021-07-17,179927.32,On-time,Upi,2018-09-28,0
LN005669,CUST005475,Personal,714306,9.94,24,2016-07-22,2018-08-15,35679.58,On-time,Card,2016-08-22,0
LN005678,CUST001137,Home,426674,23.39,60,2019-02-10,2024-02-07,15427.82,On-time,Cash,2019-04-29,0
LN005750,CUST007933,Home,1615872,20,36,2024-06-23,2027-07-24,65945.53,On-time,Netbanking,2024-09-02,0
LN006064,CUST007268,Personal,10000,18.71,36,2020-02-19,2023-04-03,51999.79,On-time,Neft,2020-04-14,0
LN006193,CUST003970,Education,49386,20.9,48,2023-05-11,2027-03-24,1889.01,On-time,Neft,2023-08-11,0
LN006249,CUST006986,Home,3417537,15.53,60,2016-01-06,2020-12-07,101187.57,On-time,Cash,2016-02-01,0
LN006257,CUST005036,Personal,3942389,19.17,36,2021-05-17,2024-05-21,172490.47,Missed,Cash,2021-06-23,1
LN006279,CUST008688,Home,2855981,8.57,48,2025-05-20,2029-05-01,79896.07,On-time,Netbanking,2025-06-24,1
LN006525,CUST004413,Education,135048,18.12,60,2018-06-05,2023-03-18,4290.02,On-time,Auto-debit,2018-08-08,0
LN006665,CUST005094,Credit Line,992629,8.9,60,2016-09-25,2021-07-21,23905.82,Late,Card,2016-11-09,0
LN006784,CUST004330,Personal,3077442,18.13,72,2018-05-04,2024-05-06,89237.27,On-time,Upi,2018-08-05,0
LN007271,CUST004067,Personal,2349022,9.14,24,2021-01-31,2022-11-28,115767.63,On-time,Upi,2021-04-17,0
LN007395,CUST000522,Auto,3967182,16.89,18,2022-11-08,2024-04-09,276237.09,Late,Card,2022-12-10,0
LN007538,CUST002287,Business,568063,13.25,12,2020-04-01,2021-05-21,53610.95,Missed,Neft,2020-05-26,1
LN008131,CUST000944,Auto,2082396,10.47,36,2022-07-07,2025-04-27,76013.24,On-time,Card,2022-08-29,0
LN008526,CUST006465,Personal,4777249,12.92,60,2025-05-06,2030-02-18,131055.86,Late,Upi,2025-07-07,0
LN008563,CUST000467,Home,3575164,11.32,48,2018-05-09,2022-04-01,108208.3,On-time,Card,2018-06-12,0
LN008650,CUST006974,Auto,685835,16.89,72,2018-09-12,2024-07-30,19178.61,Late,Card,2018-10-14,0
LN008670,CUST001469,Home,1985466,20.16,36,2024-03-18,2027-04-03,88507.66,On-time,Neft,2024-05-23,0
LN008739,CUST000656,Personal,4435707,21.21,72,2020-05-04,2026-05-09,140008.16,On-time,Neft,2020-07-10,0
LN008966,CUST005259,Personal,888793,22.71,24,2020-03-08,2022-04-23,53853.45,On-time,Neft,2020-04-16,0
LN009088,CUST002052,Credit Line,4996588,16.4,36,2023-09-06,2026-07-26,207080.81,On-time,Card,2023-10-17,0
LN009229,CUST001138,Business,1697753,16.81,12,2018-05-01,2019-06-13,165262.11,On-time,Card,2018-06-22,0
LN009261,CUST005273,Home,3912650,15.02,84,2016-07-05,2023-07-15,95552.5,Late,Auto-debit,2016-08-01,0
LN009393,CUST006305,Personal,4360637,14.12,36,2024-06-16,2027-04-24,172438.97,Late,Neft,2024-08-01,0
LN009448,CUST003099,Credit Line,4611280,20.19,36,2024-07-22,2027-06-09,205675.9,On-time,Card,2024-10-14,0
LN009557,CUST008167,Education,2035825,20.49,60,2017-10-31,2022-10-14,68692.13,On-time,Auto-debit,2018-01-08,0
LN009594,CUST002000,Personal,2984189,23.84,48,2017-06-06,2021-05-23,121456.49,Late,Upi,2017-07-30,0
LN000043,CUST006135,Auto,939274,17.47,48,2023-09-06,2027-07-24,33242.47,Missed,Neft,2023-10-25,1
LN000171,CUST008215,Personal,4377254,6.73,48,2024-06-07,2028-06-03,115741.89,On-time,Upi,2024-07-09,0
LN000245,CUST000636,Personal,751333,7.3,60,2020-11-24,2025-10-11,17092.83,Missed,Card,2021-01-07,1
LN000338,CUST007163,Home,2330484,12.16,72,2023-02-05,2028-12-07,55983.4,On-time,Cash,2023-04-26,0
LN000539,CUST004641,Home,181345,11.61,60,2016-09-16,2021-10-10,4776.93,On-time,Card,2016-12-19,0
LN000656,CUST006106,Personal,2119786,20.76,72,2020-06-25,2026-05-19,66113.77,On-time,Auto-debit,2020-09-13,0
LN000675,CUST009696,Credit Line,3400128,20,24,2021-12-20,2023-10-28,174086.55,Missed,Card,2022-01-25,1
LN000829,CUST008910,Personal,385797,21.66,36,2021-12-29,2025-01-11,17680.22,On-time,Upi,2022-01-31,0
LN000891,CUST009656,Education,3485547,23.22,36,2025-07-02,2028-07-14,164266.08,On-time,Auto-debit,2025-08-23,0
LN001000,CUST003268,Personal,3369571,9.33,48,2017-08-15,2021-07-16,96397.81,On-time,Cash,2017-11-05,1
LN001061,CUST003663,Education,2185478,23.97,48,2018-12-13,2022-11-13,89185.71,On-time,Upi,2019-01-12,0
LN001184,CUST009703,Personal,2604226,16.93,18,2024-10-26,2026-02-18,181420.51,On-time,Netbanking,2024-12-07,0
LN001248,CUST004612,Personal,1073436,20.87,60,2024-10-24,2029-08-06,36559.44,Missed,Auto-debit,2024-12-29,1
LN001309,CUST003410,Home,2161115,22.22,12,2016-12-13,2017-11-18,5000,On-time,Card,2017-01-23,0
LN001370,CUST008062,Business,2221922,17.14,36,2024-01-11,2026-12-13,93456.51,On-time,Neft,2024-03-17,0
LN001817,CUST000071,Personal,1432978,9.55,12,2023-06-14,2024-07-11,130818.95,On-time,Card,2023-08-29,0
LN001899,CUST007813,Credit Line,4167162,13.78,60,2017-10-31,2022-08-19,117305.61,On-time,Neft,2017-12-28,0
LN002094,CUST004973,Education,2568679,15.85,60,2016-05-12,2021-05-26,76739.29,On-time,Cash,2016-07-13,0
LN002171,CUST000751,Personal,450600,17.68,72,2025-07-21,2031-05-20,12897.17,On-time,Card,2025-09-23,0
LN002499,CUST003082,Personal,3643693,12.97,48,2018-09-08,2022-07-30,115292.52,On-time,Netbanking,2018-10-31,0
LN002894,CUST001116,Home,1992015,18.89,12,2017-03-15,2018-03-11,197358.89,On-time,Card,2017-06-01,0
LN002909,CUST008661,Personal,2705077,16.99,48,2022-01-28,2026-02-16,94655.15,On-time,Auto-debit,2022-04-30,1
