LoanID,CustomerID,RegionID,Application_Date,Approval_Status,Disbursement_Date,Loan_Amount,Interest_Rate,Term_Months,Loan_Type,CreditScore_At_Application,EMI_Amount,Collateral_Type,Payment_Frequency,Channel,SourceSystem,Default_Status,Default_Date
L0006061,C000969,R0001,2023-10-19,Approved,13/11/2023,5154.4,11.59,60.0,BUSINESS LOAN,695,113.59,NONE,Monthly,Partner,PartnerAPI,0,
L0006062,C006959,R0078,19-Apr-2025 09:55,Approved,2025-05-26,6819.48,16.34,12.0,business loan,588,619.84,Gold,Biweekly,Online,Campaign,0,
L0006063,C002730,R0057,08-16-2021,Approved,28-Aug-2021 18:55,9331.0,15.97,84.0,Personal Loan,674,185.17,Guarantee,MONTHLY,Partner,CoreBank,0,
L0006064,C007166,R0167,04-08-2021,Approved,05-14-2021,,15.86,12.0,Education Loan,693,962.87,None,MONTHLY,Branch,PartnerAPI,1,"Oct 30, 2021"
L0006065,C006411,R0331,29-Feb-2024 05:28,Approved,07-Mar-2024 05:28,16106.6,4.32,60.0,Home Loan,715,298.96,FD,MONTHLY,MobileApp,Campaign,0,
L0006066,C001169,R0188,09-01-2023,Approved,"Oct 17, 2023",11580.29,7.81,60.0,Personal Loan,698,233.75,Gold,MONTHLY,Online,PartnerAPI,0,
L0006067,C005095,R0204,09-11-2022,Approved,2022/10/17 01:20:37,8463.68,13.53,84.0,Personal Loan,689,156.42,Gold,MONTHLY,MobileApp,CoreBank,0,
L0006068,C003779,R0024,11-22-2021,Approved,12-Jan-2022 14:52,12113.81,18.06,12.0,MORTGAGE,678,1110.94,None,Monthly,MobileApp,CoreBank,0,
L0006069,C006330,R0056,2023-09-29,Approved,2023/11/14 18:44:22,10157.98,15.46,18.0,gold loan,614,635.9,FD,MONTHLY,BRANCH,Salesforce,0,
L0006070,C004539,R0326,06-12-2023,Approved,,8437.64,17.31,84.0,education loan,601,173.95,None,MONTHLY,MobileApp,CoreBank,0,
L0006071,C005409,R0329,07-24-2022,Approved,2022-08-04,9449.29,14.01,72.0,Auto loan,,194.76,None,MONTHLY,Online,Campaign,0,
L0006072,C001796,R0067,17/05/2022,Rejected,,9976.21,16.02,18.0,Home loan,740,627.16,FD,MONTHLY,BRANCH,CoreBank,0,
L0006073,C001766,R0060,"Feb 09, 2024",Pending,,9528.83,12.43,12.0,Gold Loan,764,848.54,Property,Biweekly,Agent,Salesforce,1,
L0006074,C005836,R0475,03-03-2024,Approved,04-27-2024,13478.32,11.89,24.0,Personal Loan,733,633.78,Gold,MONTHLY,Agent,PartnerAPI,1,
L0006075,C001456,R0379,12-30-2024,Approved,"Feb 01, 2025",7915.98,14.89,12.0,AUTO LOAN,807,714.07,None,Monthly,Online,CoreBank,0,
L0006076,C001713,R0162,04-25-2024,Approved,02-May-2024 16:07,10926.5,11.39,256.897798687018,Education Loan,784,239.7,Guarantee,MONTHLY,BRANCH,Salesforce,0,
L0006077,C007018,R0401,12-02-2022,Approved,20/01/2023,10013.33,15.42,84.0,home loan,659,195.59,Property,MONTHLY,Agent,Salesforce,0,
L0006078,C006843,R0482,2024/10/14 05:19:38,Approved,30-Nov-2024 05:19,13393.37,10.08,,Home Loan,699,618.53,Gold,MONTHLY,Partner,Campaign,0,
L0006079,C004790,R0406,2024-11-09,Rejected,,20018.15,15.25,48.0,Mortgage,624,559.66,Vehicle,Biweekly,Partner,PartnerAPI,0,
L0006080,C003039,R0252,2022/07/11 08:44:19,Approved,,10132.72,6.96,18.0,Gold loan,669,594.45,Vehicle,MONTHLY,Branch,Salesforce,0,
L0006081,C002795,R0058,09-09-2021,Approved,09-17-2021,11739.26,11.04,12.0,Mortgage,673,1037.75,NONE,MONTHLY,Agent,Campaign,0,
L0006082,C003239,R0193,15-Aug-2023 18:52,Approved,14/09/2023,11369.1,9.19,18.0,EDUCATION LOAN,610,678.56,FD,MONTHLY,Branch,PartnerAPI,yes,
L0006083,C006692,R0379,08/11/2021,Approved,2021/11/11 20:26:55,20851.36,11.36,12.0,business loan,678,1846.38,NONE,Monthly,MobileApp,Campaign,1,
L0006084,C004310,R0393,05-24-2025,Rejected,,,8.1,36.0,mortgage,790,634.32,None,MONTHLY,Branch,CoreBank,0,
L0006085,C003387,R0453,2022-12-19,Approved,12-22-2022,12793.72,6.72,60.0,home loan,748,251.64,None,Biweekly,Agent,Campaign,0,
L0006086,C004037,R0085,03-25-2024,Approved,2024/03/29 17:52:39,12925.96,7.41,60.0,gold loan,724,258.46,NONE,Biweekly,MobileApp,Salesforce,0,
L0006087,C004756,R0120,2022-12-10,Approved,2023/01/27 02:21:46,16635.44,8.58,18.0,GOLD LOAN,704,988.23,Vehicle,Monthly,Branch,CoreBank,0,
L0006088,C005255,R0142,02-18-2023,Approved,2023-02-27,11823.13,10.6,60.0,Home loan,667,254.71,Property,Monthly,Online,PartnerAPI,0,
L0006089,C002211,R0143,2024/05/17 01:13:06,Approved,2024-05-31,8045.78,15.43,48.0,Education Loan,666,225.68,Gold,Monthly,Branch,PartnerAPI,0,
L0006090,C006961,R0486,"May 10, 2023",Approved,28-Jun-2023 00:08,9447.77,15.41,72.0,Personal Loan,852,201.88,Guarantee,Monthly,MobileApp,CoreBank,0,
L0006091,C005065,R0337,"Oct 12, 2021",Approved,,6689.22,12.87,18.0,Business loan,621,410.63,Vehicle,Monthly,MobileApp,Campaign,0,
L0006092,C006746,R0364,2025/02/04 14:16:25,Approved,2025/03/19 14:16:25,9023.93,6.87,72.0,Auto Loan,679,153.29,NONE,MONTHLY,Online,Campaign,0,
L0006093,C005268,R0182,"Dec 19, 2021",Approved,28-Dec-2021 02:18,24422.89,10.48,18.0,MORTGAGE,690,1472.17,NONE,Biweekly,MobileApp,Campaign,1,
L0006094,C004498,R0044,2023/01/25 22:49:29,Approved,19/02/2023,9024.09,11.6,72.0,education loan,653,174.55,NONE,MONTHLY,Online,PartnerAPI,0,
L0006095,C006609,R0305,2022-10-22,Approved,16-Dec-2022 18:06,17098.53,12.76,60.0,Personal loan,813,386.95,Property,Biweekly,Online,CoreBank,0,
L0006096,C003455,R0138,"Jun 01, 2024",Approved,,12406.05,11.91,48.0,HOME LOAN,675,326.15,NONE,Monthly,Branch,Campaign,0,
L0006097,C000550,R0483,29/04/2023,Approved,05-04-2023,6125.18,8.27,24.0,Personal Loan,855,277.78,None,MONTHLY,Agent,PartnerAPI,0,
L0006098,C004603,R0087,19-Feb-2021 09:23,Approved,"Mar 05, 2021",17999.98,10.61,12.0,Auto Loan,695,1587.6,FD,Biweekly,Partner,PartnerAPI,0,
L0006099,C004322,R0467,10-18-2021,Approved,2021/11/21 05:21:17,8285.21,8.32,60.0,Mortgage,568,169.27,Guarantee,Biweekly,Partner,CoreBank,0,
L0006100,C001893,R0231,2025/10/13 20:55:56,Approved,2025-11-20,9000.92,3.61,72.0,Auto Loan,729,139.23,None,Biweekly,Branch,Campaign,0,
L0006101,C005834,R0171,17-Mar-2023 05:15,Approved,28/03/2023,16810.42,12.7,72.0,BUSINESS LOAN,780,334.8,Property,Monthly,Online,CoreBank,0,
L0006102,C000922,R0454,26-Oct-2024 12:21,Approved,,10122.13,9.13,12.0,AUTO LOAN,713,885.81,Vehicle,Biweekly,Partner,Salesforce,0,
L0006103,C003197,R0246,2023/09/24 02:04:00,Approved,2023-10-08,13431.01,16.1,60.0,Auto Loan,727,327.33,NONE,MONTHLY,Branch,CoreBank,0,
L0006104,C004071,R0108,2022-08-14,Approved,19-Aug-2022 06:28,11483.27,7.9,60.0,home loan,542,232.29,FD,MONTHLY,MobileApp,PartnerAPI,0,
L0006105,C007212,R0204,23-Jun-2021 09:39,Approved,2021-08-07,7860.81,11.47,24.0,EDUCATION LOAN,567,368.09,Vehicle,MONTHLY,Agent,CoreBank,0,
L0006106,C002715,R0431,"Jul 23, 2023",Approved,2023-09-10,13751.97,10.94,36.0,Personal loan,704,449.83,Gold,Monthly,MobileApp,Salesforce,0,
L0006107,C000441,R0388,2025-08-14,Approved,2025-10-07,12283.83,4.61,60.0,PERSONAL LOAN,730,229.62,FD,Monthly,Branch,CoreBank,0,
L0006108,C002703,R0437,"Feb 27, 2024",Rejected,,17732.69,6.9,72.0,HOME LOAN,795,301.47,NONE,Monthly,MobileApp,Salesforce,0,
L0006109,C007253,R0001,14-Aug-2022 16:24,Approved,18/09/2022,6766.35,12.49,48.0,Gold Loan,651,179.82,Property,Monthly,Partner,Salesforce,0,
L0006110,C003563,R0250,09-01-2021,Approved,2021/10/11 11:43:57,19090.86,5.35,84.0,Gold Loan,673,272.98,NONE,MONTHLY,Online,Campaign,0,
L0006111,C005961,R0101,"Apr 24, 2025",Approved,14/05/2025,13313.62,15.64,18.0,BUSINESS LOAN,825,834.58,Gold,Monthly,Branch,Salesforce,0,
L0006112,C001882,R0125,2024/07/15 06:16:07,Approved,"Jul 19, 2024",7462.7,14.6,12.0,auto loan,745,672.16,Property,Monthly,MobileApp,PartnerAPI,0,
L0006113,C003094,R0298,2025-07-20,Approved,17/09/2025,10981.32,21.3,24.0,AUTO LOAN,760,565.9,Property,MONTHLY,Partner,Salesforce,0,
L0006114,C004876,R0338,11-08-2023,Rejected,,16174.37,17.44,72.0,Auto Loan,627,363.8,Property,Monthly,Agent,PartnerAPI,0,
L0006115,C007978,R0412,09-01-2025,Rejected,,8413.32,11.57,60.0,Education Loan,588,185.33,Property,Monthly,MobileApp,PartnerAPI,0,
L0006116,C004757,R0381,03-05-2023,Approved,2023-03-21,10786.33,7.43,24.0,education loan,592,485.04,Gold,MONTHLY,BRANCH,CoreBank,0,
L0006117,C001585,R0237,02-13-2022,Approved,25-Mar-2022 22:47,13920.18,11.93,36.0,Auto loan,700,461.88,FD,Monthly,MobileApp,Campaign,1,
L0006118,C000596,R0338,03/11/2024,Rejected,,10940.6,13.18,36.0,Home Loan,751,369.58,Property,MONTHLY,BRANCH,Campaign,1,
L0006119,C000649,R0186,2021/11/20 22:17:44,Approved,2021/12/27 22:17:44,9832.95,11.87,60.0,BUSINESS LOAN,652,218.08,Gold,MONTHLY,Partner,PartnerAPI,0,
L0006120,C001124,R0154,2023-10-02,Approved,21/10/2023,7586.44,13.97,84.0,mortgage,806,142.04,FD,Biweekly,Partner,Campaign,0,
L0006121,C000864,R0154,29/01/2021,Approved,2021-02-09,,12.16,48.0,Personal loan,635,321.37,Gold,MONTHLY,BRANCH,CoreBank,0,
L0006122,C007162,R0320,01-10-2021,Approved,,14262.08,15.26,12.0,Personal loan,666,1289.02,NONE,Biweekly,Online,PartnerAPI,0,
L0006123,C006881,R0083,03-29-2023,Approved,04-17-2023,13816.86,6.81,84.0,auto loan,685,207.25,Vehicle,Monthly,Online,Campaign,0,
L0006124,C001028,R0131,"Nov 09, 2022",Approved,2022/11/12 19:31:36,24306.94,12.04,84.0,business loan,764,429.6,NONE,Monthly,Partner,CoreBank,0,
L0006125,C001415,R0136,05-15-2024,Approved,2024/06/10 05:28:44,11529.84,12.46,18.0,Auto Loan,769,705.58,NONE,Biweekly,MobileApp,CoreBank,1,
L0006126,C002150,R0250,11-Mar-2021 03:25,Pending,,17711.93,12.38,24.0,Gold Loan,719,836.91,Guarantee,Biweekly,Agent,CoreBank,0,
L0006127,C002530,R0319,09/03/2024,Rejected,,14686.66,13.82,12.0,Education loan,668,1317.43,Vehicle,Biweekly,MobileApp,Campaign,0,
L0006128,C004828,R0475,10-18-2023,Approved,"Dec 03, 2023",19353.57,17.79,84.0,Auto Loan,677,404.39,NONE,Monthly,Agent,PartnerAPI,0,
L0006129,C005024,R0091,"Jun 13, 2024",Approved,31-Jul-2024 05:55,16191.28,10.31,48.0,gold loan,636,413.07,Guarantee,MONTHLY,Branch,CoreBank,1,
L0006130,C002083,R0343,2023-02-17,Approved,2023-03-02,14562.44,9.63,24.0,Mortgage,653,669.5,NONE,MONTHLY,BRANCH,Campaign,0,
L0006131,C000152,R0491,2020/12/20 14:37:39,Approved,18/01/2021,9937.14,18.02,84.0,Personal Loan,647,208.97,FD,MONTHLY,Online,Campaign,0,
L0006132,C001516,R0101,2022/06/05 08:36:03,Rejected,,7694.59,6.03,12.0,Mortgage,573,662.35,Vehicle,Biweekly,Agent,CoreBank,0,
L0006133,C006726,R0414,"Mar 14, 2023",Approved,03-17-2023,12794.51,13.8,60.0,Mortgage,753,296.38,FD,Biweekly,Partner,CoreBank,0,
L0006134,C006045,R0090,"Jul 24, 2024",Approved,2024-09-14,7353.29,10.06,24.0,AUTO LOAN,699,339.52,Property,Biweekly,Partner,Salesforce,1,
L0006135,C001102,R0268,2023/08/07 02:21:59,Approved,2023/09/05 02:21:59,10833.58,15.83,48.0,Education Loan,696,306.08,Gold,Monthly,Branch,CoreBank,0,
L0006136,C004770,R0471,04-30-2024,Approved,2024-05-31,7868.0,12.39,48.0,Mortgage,709,208.7,NONE,MONTHLY,Branch,Campaign,0,
L0006137,C006915,R0362,01-May-2024 14:52,Approved,09/06/2024,10297.5,13.79,24.0,mortgage,742,493.39,FD,MONTHLY,BRANCH,Campaign,0,
L0006138,C005281,R0451,08-19-2024,Pending,,11725.52,11.56,,Personal loan,801,1039.39,FD,MONTHLY,Partner,PartnerAPI,0,
L0006139,C002754,R0045,2024/08/14 04:21:27,Approved,"Sep 20, 2024",12053.73,10.14,84.0,mortgage,865,200.98,Vehicle,MONTHLY,Agent,CoreBank,0,
L0006140,C005807,R0337,2024-09-26,Approved,2024-11-04,13314.62,12.46,84.0,gold loan,856,238.33,Property,Monthly,BRANCH,Salesforce,0,
L0006141,C001785,R0199,2022/07/07 12:03:52,Approved,2022/08/03 12:03:52,12100.32,3.94,60.0,MORTGAGE,661,222.52,Gold,Biweekly,Online,PartnerAPI,0,
L0006142,C004258,R0111,2025/02/04 22:04:39,Approved,22-Mar-2025 22:04,9899.81,12.68,72.0,GOLD LOAN,739,197.06,NONE,Biweekly,MobileApp,CoreBank,0,
L0006143,C006169,R0096,2022-12-25,Approved,2022/12/26 01:12:40,,14.44,12.0,Mortgage,553,596.05,None,Monthly,MobileApp,CoreBank,0,
L0006144,C002004,R0260,2023-06-05,Approved,,1320912.6226722565,8.56,18.0,gold loan,793,304.98,Guarantee,Monthly,BRANCH,CoreBank,0,
L0006145,C005531,R0183,"Mar 16, 2022",Approved,05-14-2022,4180.4,11.16,36.0,Gold Loan,637,137.18,,Monthly,BRANCH,CoreBank,0,
L0006146,C002859,R0254,2025-03-16,Approved,"Mar 28, 2025",15941.96,5.97,24.0,MORTGAGE,841,706.34,FD,MONTHLY,Branch,Salesforce,0,
L0006147,C007317,R0025,05/08/2021,Approved,"Aug 07, 2021",20412.74,13.37,72.0,Education loan,814,413.76,Guarantee,MONTHLY,BRANCH,Salesforce,0,
L0006148,C002706,R0055,28/10/2021,Approved,"Dec 03, 2021",15781.49,15.23,18.0,BUSINESS LOAN,711,986.23,FD,MONTHLY,Agent,PartnerAPI,0,
L0006149,C000659,R0126,"Oct 31, 2025",Approved,14/12/2025,11106.99,13.24,24.0,education loan,760,529.3,Gold,Biweekly,MobileApp,PartnerAPI,0,
L0006150,C003410,R0260,"Mar 29, 2025",Approved,2025/05/11 17:22:33,-3640085.3047143943,10.37,48.0,business loan,662,297.28,NONE,Biweekly,BRANCH,PartnerAPI,1,
L0006151,C004437,R0441,2025/08/18 14:24:17,Approved,28/08/2025,8523.25,16.22,48.0,Home Loan,789,242.51,Vehicle,Biweekly,Partner,PartnerAPI,0,
L0006152,C005360,R0060,12-Dec-2024 09:10,Approved,2025-01-22,9832.26,12.8,60.0,auto loan,631,222.71,Vehicle,Monthly,MobileApp,PartnerAPI,0,
L0006153,C006646,R0041,"Nov 22, 2024",Approved,2025-01-01,,6.62,12.0,MORTGAGE,714,1535.88,Guarantee,Biweekly,Agent,Campaign,0,
L0006154,C005444,R0477,"Sep 19, 2021",Pending,,14017.85,9.13,60.0,Home Loan,655,291.87,NONE,Monthly,Partner,Campaign,0,
L0006155,C001221,R0093,12-Sep-2021 00:26,Approved,"Sep 17, 2021",12103.47,14.53,18.0,Auto loan,756,752.4,None,Biweekly,BRANCH,CoreBank,0,
L0006156,C000404,R0199,2023-01-23,Approved,13-Mar-2023 12:50,6416.57,18.04,36.0,Business loan,728,232.1,FD,Monthly,Agent,Campaign,0,
L0006157,C003144,R0033,13/02/2025,Approved,,5015.59,15.58,48.0,Personal Loan,618,141.07,Gold,MONTHLY,Agent,PartnerAPI,0,
L0006158,C007354,R0198,"Jun 27, 2024",Approved,07-Aug-2024 14:44,10142.34,8.17,84.0,EDUCATION LOAN,805,158.94,Property,Biweekly,Online,CoreBank,0,
L0006159,C003727,R0446,19/07/2023,Approved,2023/08/31 22:06:19,12061.76,,18.0,HOME LOAN,663,706.69,FD,Biweekly,MobileApp,CoreBank,0,
L0006160,C001816,R0221,10-07-2021,Pending,,12080.88,14.72,48.0,Personal Loan,834,334.51,Vehicle,MONTHLY,Partner,Salesforce,0,
L0006161,C001538,R0281,2024/04/05 08:03:50,Approved,2024-04-21,12759.74,18.05,72.0,Auto Loan,616,291.38,Vehicle,Monthly,BRANCH,Salesforce,0,
L0006162,C003108,R0140,2024/04/24 05:28:19,Approved,25-May-2024 05:28,9596.59,21.72,12.0,Mortgage,785,896.89,FD,Monthly,Online,Salesforce,0,
L0006163,C005651,R0224,03/04/2021,Approved,,11863.69,13.09,48.0,personal loan,806,318.8,Vehicle,Monthly,Branch,CoreBank,1,
L0006164,C002048,R0111,2021/09/13 03:26:10,Approved,"Nov 03, 2021",10010.4,16.72,84.0,Mortgage,779,202.95,Gold,Monthly,Branch,CoreBank,0,
L0006165,C005181,R0271,2025/02/01 11:33:21,Pending,,5242.82,11.91,72.0,BUSINESS LOAN,630,102.25,None,Biweekly,Branch,Salesforce,0,
L0006166,C004644,R0404,2024/12/07 16:41:56,Approved,26-Dec-2024 16:41,9102.88,10.97,84.0,Personal Loan,496,155.72,None,Biweekly,Online,CoreBank,1,
L0006167,C005530,R0378,2021/09/30 07:25:31,Approved,10-27-2021,7987.96,11.45,36.0,Gold Loan,597,263.22,Vehicle,MONTHLY,Partner,PartnerAPI,0,
L0006168,C000039,R0062,09-13-2023,Approved,2023-10-03,11307.95,14.84,18.0,business loan,708,704.59,Property,Biweekly,Branch,Salesforce,0,
L0006169,C000522,R0426,13/08/2025,Approved,2025-09-26,12493.64,7.2,18.0,Mortgage,679,734.32,FD,MONTHLY,Online,Campaign,0,
L0006170,C007245,R0196,2021/05/06 09:25:02,Approved,27/06/2021,11978.27,20.12,24.0,BUSINESS LOAN,791,610.35,Property,Monthly,MobileApp,Campaign,0,
L0006171,C002715,R0386,"Aug 20, 2024",Approved,2024-08-21,11973.79,13.3,18.0,BUSINESS LOAN,617,737.44,Gold,Biweekly,MobileApp,Campaign,0,
L0006172,C006481,R0107,06-Sep-2023 16:04,Approved,2023-09-24,8946.18,14.48,84.0,Mortgage,703,170.03,Vehicle,MONTHLY,BRANCH,Campaign,0,
L0006173,C001355,R0238,2021-02-14,Approved,,14101.61,11.68,72.0,BUSINESS LOAN,638,273.35,FD,MONTHLY,Branch,Salesforce,0,
L0006174,C003013,R0449,12-26-2023,Approved,2024/02/01 14:41:34,8560.59,7.8,60.0,Business loan,579,172.76,Gold,Monthly,Agent,Campaign,0,
L0006175,C004805,R0104,"Aug 01, 2022",Approved,,10981.43,6.43,60.0,BUSINESS LOAN,779,214.5,None,MONTHLY,MobileApp,CoreBank,0,
L0006176,C002733,R0015,07-16-2021,Approved,2021-08-15,12622.51,13.26,18.0,gold loan,651,777.15,NONE,Monthly,BRANCH,Salesforce,0,
L0006177,C004255,R0281,"Feb 12, 2021",Approved,07-Apr-2021 19:01,9493.03,13.81,36.0,Mortgage,681,323.57,Property,Monthly,MobileApp,CoreBank,0,
L0006178,C002683,R0105,2025/08/27 00:20:54,Approved,2025/10/22 00:20:54,10270.08,13.52,72.0,Gold loan,646,208.99,NONE,Biweekly,Agent,Salesforce,1,
L0006179,C001876,R0227,"Mar 23, 2021",Approved,2021/04/20 19:24:19,6820.48,11.46,72.0,Mortgage,605,131.43,NONE,Biweekly,MobileApp,Campaign,0,
L0006180,C002093,R0151,2024-07-07,Approved,"Aug 15, 2024",8987.5,,12.0,Home Loan,755,801.26,FD,Monthly,Agent,Campaign,0,
L0006181,C002155,R0101,03-Sep-2025 06:52,Approved,12-Sep-2025 06:52,9154.37,12.57,12.0,Gold Loan,600,815.8,Property,Monthly,MobileApp,CoreBank,0,
L0006182,C005954,R0238,2022/06/03 03:02:53,Approved,"Jul 26, 2022",10162.93,17.96,60.0,Business loan,692,257.85,Guarantee,MONTHLY,Partner,PartnerAPI,1,
L0006183,C007555,R0119,28-Jun-2024 05:41,Approved,2024-06-30,12157.43,9.71,12.0,BUSINESS LOAN,653,1067.19,Gold,Biweekly,MobileApp,Salesforce,0,
L0006184,C004944,R0260,"Nov 20, 2020",Approved,2020/12/13 02:59:10,15403.67,10.45,48.0,mortgage,746,394.01,Vehicle,Biweekly,Branch,Campaign,0,
L0006185,C004712,R0121,2025-04-24,Pending,,5215.12,13.94,48.0,EDUCATION LOAN,679,142.35,NONE,MONTHLY,Branch,CoreBank,1,
L0006186,C005499,R0422,11-02-2023,Approved,18/11/2023,11540.54,4.91,18.0,HOME LOAN,689,666.35,Property,Biweekly,BRANCH,Campaign,0,
L0006187,C003691,R0396,09-Jun-2024 16:18,Approved,2024/08/07 16:18:16,16660.02,15.2,12.0,Mortgage,731,1505.28,Gold,MONTHLY,Online,Salesforce,0,
L0006188,C006080,R0420,12/12/2022,Approved,"Dec 26, 2022",8648.89,9.56,60.0,Education Loan,747,181.9,FD,MONTHLY,Agent,Salesforce,0,
L0006189,C005459,R0083,30-Jul-2024 20:21,Approved,,11622.89,16.65,18.0,Personal Loan,683,734.15,Guarantee,Biweekly,Partner,Salesforce,0,
L0006190,C003535,R0291,21/12/2023,Approved,01-Feb-2024 10:09,12250.74,20.15,60.0,home loan,675,325.59,FD,Biweekly,Branch,Salesforce,0,
L0006191,C002117,R0403,"Jul 24, 2024",Approved,16/08/2024,14022.35,14.5,60.0,education loan,623,329.92,FD,MONTHLY,Agent,CoreBank,0,
L0006192,C005067,R0206,"Jul 04, 2024",Approved,,10086.03,7.8,60.0,Gold Loan,720,203.54,Guarantee,MONTHLY,BRANCH,CoreBank,0,
L0006193,C000042,R0192,"Mar 09, 2022",Approved,2022/04/24 15:14:54,15324.86,16.98,72.0,Personal Loan,584,340.75,Vehicle,MONTHLY,MobileApp,CoreBank,0,
L0006194,C004247,R0154,2023-03-08,Approved,2023-04-29,10963.56,16.8,12.0,Auto Loan,858,998.89,FD,Biweekly,Partner,Campaign,0,
L0006195,C002541,R0332,03-16-2025,Approved,2025/04/11 07:24:20,27992.73,12.59,48.0,Mortgage,750,745.29,None,Biweekly,Partner,PartnerAPI,1,
L0006196,C002930,R0192,2023/02/20 05:56:03,Approved,2023-03-22,11797.25,15.72,18.0,gold loan,570,739.97,FD,Biweekly,Branch,Salesforce,0,
L0006197,C005239,R0298,03-25-2021,Approved,"Apr 19, 2021",6224.57,20.91,72.0,Personal Loan,599,,Gold,MONTHLY,Online,Salesforce,0,
L0006198,C001266,R0015,"Jun 13, 2023",Pending,,4091.06,16.83,18.0,MORTGAGE,,258.76,NONE,Biweekly,BRANCH,Salesforce,0,
L0006199,C002701,R0083,2023-07-05,Approved,08-Jul-2023 23:39,23920.78,10.45,18.0,HOME LOAN,574,1441.57,Property,Biweekly,MobileApp,Campaign,0,
L0006200,C003406,R0431,28-Jan-2023 10:42,Approved,02-27-2023,8527.13,,48.0,BUSINESS LOAN,805,229.35,,Monthly,Agent,PartnerAPI,0,
L0006201,C000160,R0401,2022/03/21 13:57:19,Approved,2022/03/24 13:57:19,9006.59,5.1,12.0,Personal Loan,555,771.44,Property,MONTHLY,Online,Salesforce,0,
L0006202,C004012,R0324,19-May-2021 23:26,Approved,08/07/2021,13772.8,9.66,12.0,Gold Loan,647,1208.67,Gold,Biweekly,BRANCH,Campaign,0,
L0006203,C002628,R0377,"Jan 29, 2023",Approved,2023/03/26 06:04:44,13527.34,15.75,72.0,GOLD LOAN,646,291.57,Guarantee,Monthly,Agent,Campaign,0,
L0006204,C000571,R0484,"Aug 23, 2024",Approved,2024/08/29 18:02:45,9886.87,7.25,18.0,PERSONAL LOAN,,581.33,FD,Monthly,Branch,Campaign,0,
L0006205,C003908,R0319,11-16-2023,Approved,12-Jan-2024 07:33,10139.09,11.16,18.0,Home Loan,752,614.35,Gold,Biweekly,Agent,PartnerAPI,0,
L0006206,C007718,R0147,2023-11-08,Rejected,,17506.96,8.45,84.0,gold loan,812,276.81,Property,Biweekly,Partner,Campaign,0,
L0006207,C004853,R0439,21/07/2022,Approved,,14502.8,9.23,12.0,BUSINESS LOAN,655,1269.84,None,Monthly,Agent,Campaign,0,
L0006208,C004105,R0030,2025-01-31,Approved,,9766.62,9.41,36.0,Gold Loan,689,312.44,Property,MONTHLY,Branch,Campaign,1,
L0006209,C002975,R0333,20/11/2021,Approved,,8999.6,10.27,,Gold loan,631,416.41,Property,Monthly,Agent,PartnerAPI,0,
L0006210,C006750,R0217,2020/12/02 12:00:53,Approved,,7058.38,18.76,12.0,AUTO LOAN,,649.67,Vehicle,MONTHLY,Online,CoreBank,0,
L0006211,C006547,R0008,2022-11-15,Pending,,17236.33,14.25,12.0,Mortgage,736,1549.63,Property,Monthly,Branch,CoreBank,0,
L0006212,C000657,R0322,2025-04-23,Approved,12/05/2025,8382.47,19.87,60.0,Auto Loan,615,221.48,FD,MONTHLY,Branch,CoreBank,0,
L0006213,C001179,R0288,2022/09/13 18:42:29,Approved,2022-10-05,19171.39,18.94,72.0,mortgage,728,447.51,Vehicle,MONTHLY,Partner,Campaign,0,
L0006214,C005174,R0273,"Nov 24, 2024",Approved,07/12/2024,13446.96,14.79,18.0,gold loan,703,837.56,NONE,Monthly,Online,Campaign,0,
L0006215,C006622,R0032,01-13-2025,Approved,02-12-2025,8766.98,10.75,36.0,GOLD LOAN,658,285.98,NONE,Biweekly,Agent,CoreBank,0,
L0006216,C007410,R0174,11-08-2023,Approved,2023/12/01 09:27:59,11771.36,11.42,60.0,Personal Loan,602,,Vehicle,MONTHLY,MobileApp,Salesforce,0,
L0006217,C002532,R0113,2022-08-04,Approved,"Sep 13, 2022",9263.77,17.13,48.0,Mortgage,650,267.93,FD,MONTHLY,Agent,Salesforce,0,
L0006218,C004184,R0398,08-Jun-2022 12:14,Rejected,,9450.92,11.77,60.0,Business Loan,895,209.13,None,Biweekly,Agent,CoreBank,0,
L0006219,C005840,R0272,2024-09-13,Approved,2024/10/02 14:36:08,17100.32,15.9,48.0,Business loan,760,483.75,FD,MONTHLY,Branch,CoreBank,0,
L0006220,C001385,R0226,16/08/2021,Pending,,12748.15,16.14,48.0,auto loan,675,362.2,Property,Biweekly,Partner,PartnerAPI,0,
L0006221,C007666,R0266,2025/04/23 04:14:36,Pending,,12011.08,15.46,72.0,EDUCATION LOAN,614,256.98,Vehicle,Monthly,Online,PartnerAPI,0,
L0006222,C006338,R0364,28-Jan-2022 05:46,Approved,02-25-2022,10314.37,15.95,48.0,Personal Loan,682,292.05,None,Biweekly,Agent,PartnerAPI,0,
L0006223,C003018,R0184,03-14-2025,Approved,04-01-2025,11096.27,12.14,60.0,Auto Loan,660,247.62,Guarantee,Monthly,MobileApp,Campaign,0,
L0006224,C000770,R0105,2022-11-02,Approved,2022/12/24 11:52:18,9981.29,10.0,18.0,AUTO LOAN,731,599.45,Guarantee,Monthly,Agent,PartnerAPI,1,
L0006225,C007402,R0108,03-29-2022,Approved,2022/05/21 13:28:40,20733.56,9.94,84.0,Auto loan,537,343.56,NONE,MONTHLY,Agent,PartnerAPI,0,
